Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.06;74.15;9.17;43595.39;14.59;0.34;0.01;0.11;0.04;19.26;0;1.53;
knl01;_ALL;_ALL;0.06;74.15;9.17;43595.39;14.59;0.34;0.01;0.11;0.04;19.26;0;1.53;
knl01;9495;_ALL;0.04;77.85;7.73;14067.18;11.67;0.55;0.02;0.18;0.04;17.81;0;1.9;
knl01;9495;10268;0.03;80.01;6.01;3547.04;11.73;0.2;0;0.14;0;17.74;0;1.89;
knl01;9495;10265;0.03;78.54;6.35;3561.07;12.83;0.42;0;0.14;0;17.81;0;1.68;
knl01;9495;10271;0;81.8;6.39;3523.04;9.4;0.31;0;0.17;0;17.62;0;1.93;
knl01;9495;9495;0.12;70.84;12.34;3436.03;12.75;1.31;0.09;0.29;0.17;17.18;0;2.1;
knl01;9496;_ALL;0.06;79.29;9.59;15095.17;9.55;0.28;0.01;0.05;0.04;19.26;0;1.12;
knl01;9496;10270;0.05;85.04;3.65;3836.04;10.06;0.18;0;0.03;0;19.18;0;0.99;
knl01;9496;10267;0.03;85.46;3.43;3851.05;9.92;0.03;0;0.03;0;19.26;0;1.12;
knl01;9496;10273;0.03;85.34;5;3759.04;8.22;0.21;0;0.08;0;18.8;0;1.12;
knl01;9496;9496;0.14;60.51;27.08;3649.04;10;0.71;0.05;0.08;0.16;18.25;0;1.26;
knl01;9494;_ALL;0.08;65.17;10.12;14433.04;22.71;0.19;0;0.1;0.03;18.45;0;1.6;
knl01;9494;9494;0.17;57.49;29.03;3458.01;10.03;0.55;0;0.17;0.14;17.29;0;2.4;
knl01;9494;10266;0.05;66.75;3.72;3654.01;27.89;0.11;0;0.11;0;18.27;0;1.37;
knl01;9494;10269;0.03;68.26;4.17;3689.01;26.27;0.05;0;0.11;0;18.45;0;1.11;
knl01;9494;10272;0.06;67.76;4.57;3632.01;25.96;0.08;0;0;0;18.16;0;1.57;
