run_index;run_name;nb_processes;nb_threads;time;ideal_speedup;speedup;efficiency;
0;run_0;1;1;136.63557434082;1;1;1;
1;R2;2;2;24.522169113159;2;5.5719204002838;2.7859602001419;
2;R3;3;3;12.160443305969;3;11.236068529981;3.7453561766604;
3;R4;4;4;7.3888239860535;4;18.492195050081;4.6230487625203;
4;R8;8;8;3.4593210220337;8;39.497801294109;4.9372251617636;
5;R12;12;12;2.9465069770813;12;46.37205185788;3.8643376548234;
6;R16;16;16;3.2555449008942;16;41.97010899874;2.6231318124212;
7;R20;20;20;3.4143269062042;20;40.018304659855;2.0009152329927;
8;R32;32;32;4.8409090042114;32;28.225189571205;0.88203717410015;
