Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;1.0034;1.0046;1.2636;
2;1.0001;1.0035;1.0047;1.2637;
3;1.0001;1.0035;1.0048;1.2638;
4;1.0001;1.0035;1.0048;1.2638;
