Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.03;91.31;0;23497.94;8.6;0;0;0.03;0;13.54;0;0.02;
knl01;_ALL;_ALL;0.03;91.31;0;23497.94;8.6;0;0;0.03;0;13.54;0;0.02;
knl01;15097;_ALL;0.03;91.31;0;23497.94;8.6;0;0;0.03;0;13.54;0;0.02;
knl01;15097;15354;0.07;98.56;0;2706.99;1.29;0;0;0.07;0;13.53;0;0;
knl01;15097;15360;0;80.63;0;1657;19.37;0;0;0;0;8.28;0;0;
knl01;15097;15356;0.04;98.74;0;2705.99;1.18;0;0;0.04;0;13.53;0;0;
knl01;15097;15361;0;81.41;0;1662;18.53;0;0;0;0;8.31;0;0.06;
knl01;15097;15357;0.04;98.45;0;2708.99;1.44;0;0;0.04;0;13.54;0;0.04;
knl01;15097;15355;0.04;98.63;0;2707.99;1.29;0;0;0.04;0;13.54;0;0;
knl01;15097;15359;0.06;81.43;0;1659;18.51;0;0;0;0;8.29;0;0;
knl01;15097;15362;0.12;81.44;0;1670;18.32;0;0;0.06;0;8.35;0;0.06;
knl01;15097;15358;0;81.39;0;1655;18.61;0;0;0;0;8.27;0;0;
knl01;15097;15363;0;81.38;0;1665;18.56;0;0;0.06;0;8.32;0;0;
knl01;15097;15097;0;99.15;0;2699.99;0.78;0;0;0;0;13.5;0;0.07;
