Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0008;1.001;1.0017;1.259;
2;1.0014;1.0015;1.0033;1.2629;
3;1.0014;1.0015;1.0042;1.2652;
4;1.0014;1.0015;1.0042;1.2665;
