Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;4.62;6.85;86.31;8136;0;1.73;0;0.2;0.15;10.57;0;0.15;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;_ALL;_ALL;4.62;6.85;86.31;8136;0;1.73;0;0.2;0.15;10.57;0;0.15;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35002;_ALL;3.73;6.93;87.37;2035;0;1.47;0;0.2;0.25;10.55;0;0.05;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35002;35002;3.74;6.94;87.46;2033;0;1.48;0;0.2;0.15;10.55;0;0.05;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35002;35008;0;0;0;2;0;0;0;0;100;0.05;0;0;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;34996;_ALL;4.18;6.79;86.66;2032;0;1.77;0;0.3;0.05;10.56;0;0.25;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;34996;34996;4.19;6.79;86.71;2031;0;1.77;0;0.3;0;10.56;0;0.25;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;34996;35005;0;0;0;1;0;0;0;0;100;0.03;0;0;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;34998;_ALL;3.88;7.22;86.78;2035;0;1.62;0;0.2;0.2;10.56;0;0.1;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;34998;35006;0;0;0;1;0;0;0;0;100;0.03;0;0;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;34998;34998;3.89;7.24;86.95;2031;0;1.62;0;0.2;0;10.56;0;0.1;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;34998;35004;0;0;0;3;0;0;0;0;100;0.08;0;0;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;34991;_ALL;6.69;6.44;84.41;2034;0;2.06;0;0.1;0.1;10.57;0;0.2;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;34991;34991;6.69;6.45;84.5;2032;0;2.07;0;0.1;0;10.57;0;0.2;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;34991;34995;0;0;0;2;0;0;0;0;100;0.05;0;0;
