Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;1;1.0676;1;
2;1;1;1.0677;1;
3;1;1;1.0678;1;
4;1;1;1.0679;1;
5;1;1;1.068;1;
