Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.09;94.8;0.99;22639.13;3.91;0.07;0.02;0.02;0.06;14.25;0;0.04;
knl01;_ALL;_ALL;0.09;94.8;0.99;22639.13;3.91;0.07;0.02;0.02;0.06;14.25;0;0.04;
knl01;27097;_ALL;0.04;95.06;1.2;5655.13;3.52;0.09;0;0.04;0.04;14.22;0;0.02;
knl01;27097;27097;0.04;92.58;2.39;2844.06;4.64;0.18;0;0.07;0.07;14.22;0;0.04;
knl01;27097;28126;0.04;97.58;0;2811.07;2.38;0;0;0;0;14.06;0;0;
knl01;27096;_ALL;0.07;94.69;0.85;5665.01;4.2;0.09;0.02;0;0.07;14.22;0.02;0;
knl01;27096;27096;0.14;93.28;1.69;2844;4.5;0.18;0.04;0;0.14;14.22;0.04;0;
knl01;27096;28127;0;96.1;0;2821.01;3.9;0;0;0;0;14.11;0;0;
knl01;27099;_ALL;0.09;94.94;0.72;5658.03;3.98;0.04;0.04;0.04;0.11;14.25;0;0.05;
knl01;27099;27099;0.14;92.87;1.44;2849.01;5.02;0.07;0.07;0.07;0.21;14.25;0;0.11;
knl01;27099;28125;0.04;97.04;0;2809.02;2.92;0;0;0;0;14.05;0;0;
knl01;27098;_ALL;0.18;94.49;1.18;5660.96;3.96;0.07;0.02;0;0.04;14.24;0;0.07;
knl01;27098;27098;0.32;92.45;2.35;2848.98;4.49;0.14;0.04;0;0.07;14.24;0;0.14;
knl01;27098;28124;0.04;96.55;0;2811.98;3.41;0;0;0;0;14.06;0;0;
