Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.11;89.77;0.64;26292;9.28;0.07;0.02;0.04;0.03;8.31;0;0.04;
knl01;_ALL;_ALL;0.11;89.77;0.64;26292;9.28;0.07;0.02;0.04;0.03;8.31;0;0.04;
knl01;11357;_ALL;0.12;89.87;0.64;6592.02;9.18;0.05;0.02;0.08;0.03;8.31;0;0.03;
knl01;11357;12386;0.06;90;0;1640;9.94;0;0;0;0;8.2;0;0;
knl01;11357;12391;0.06;90.22;0;1646;9.72;0;0;0;0;8.23;0;0;
knl01;11357;11357;0.36;86.28;2.53;1662;10.05;0.18;0.06;0.3;0.12;8.31;0;0.12;
knl01;11357;12394;0;93;0;1644;7;0;0;0;0;8.22;0;0;
knl01;11356;_ALL;0.11;89.8;0.62;6566.04;9.18;0.14;0.03;0.05;0.02;8.25;0;0.06;
knl01;11356;12387;0;90.01;0;1642.01;9.99;0;0;0;0;8.21;0;0;
knl01;11356;12390;0.12;89.63;0;1639.01;10.25;0;0;0;0;8.2;0;0;
knl01;11356;11356;0.24;86.48;2.49;1649.01;9.64;0.55;0.12;0.18;0.06;8.25;0;0.24;
knl01;11356;12393;0.06;93.09;0;1636.01;6.85;0;0;0;0;8.18;0;0;
knl01;11359;_ALL;0.12;89.93;0.58;6570.98;9.19;0.05;0;0.05;0.05;8.29;0;0.05;
knl01;11359;12388;0;90.81;0;1631.99;9.19;0;0;0;0;8.16;0;0;
knl01;11359;12392;0;89.93;0;1637.99;10.07;0;0;0;0;8.19;0;0;
knl01;11359;11359;0.42;86.01;2.29;1657.99;10.55;0.18;0;0.18;0.18;8.29;0;0.18;
knl01;11359;12395;0.06;93;0;1643;6.94;0;0;0;0;8.21;0;0;
knl01;11358;_ALL;0.11;89.47;0.7;6562.96;9.57;0.05;0.03;0;0.05;8.27;0;0.03;
knl01;11358;12384;0;90.41;0;1636.99;9.59;0;0;0;0;8.18;0;0;
knl01;11358;12385;0.12;89.55;0;1635.99;10.33;0;0;0;0;8.18;0;0;
knl01;11358;11358;0.3;85.44;2.78;1654.99;10.88;0.18;0.12;0;0.18;8.27;0;0.12;
knl01;11358;12389;0;92.54;0;1634.99;7.46;0;0;0;0;8.17;0;0;
