Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.28;75.59;23.81;12729;0.1;0.02;0;0.05;0.08;10.81;0;0.05;
fob1;_ALL;_ALL;0.28;75.59;23.81;12729;0.1;0.02;0;0.05;0.08;10.81;0;0.05;
fob1;532649;_ALL;0.19;72.69;26.84;2120;0.24;0;0;0;0.05;10.81;0;0;
fob1;532649;532649;0.19;72.69;26.84;2120;0.24;0;0;0;0.05;10.81;0;0;
fob1;532653;_ALL;0.33;69.74;29.41;2125;0.14;0;0;0.09;0.24;10.8;0;0.05;
fob1;532653;532666;0;0;0;1;0;0;0;0;100;0.03;0;0;
fob1;532653;532653;0.33;69.91;29.48;2120;0.14;0;0;0.09;0;10.8;0;0.05;
fob1;532653;532662;0;0;0;4;0;0;0;0;100;0.1;0;0;
fob1;532655;_ALL;0.33;71.72;27.76;2122;0;0;0;0.05;0.05;10.8;0;0.09;
fob1;532655;532655;0.33;71.76;27.72;2121;0;0;0;0.05;0.05;10.8;0;0.09;
fob1;532655;532663;0;0;100;1;0;0;0;0;0;0.03;0;0;
fob1;532647;_ALL;0.24;98.92;0.47;2122;0.05;0.05;0;0;0.09;10.81;0;0.19;
fob1;532647;532647;0.24;98.92;0.47;2122;0.05;0.05;0;0;0.09;10.81;0;0.19;
fob1;532651;_ALL;0.24;73.11;26.32;2120;0.14;0.05;0;0.14;0;10.81;0;0;
fob1;532651;532651;0.24;73.11;26.32;2120;0.14;0.05;0;0.14;0;10.81;0;0;
fob1;532657;_ALL;0.38;67.36;32.08;2120;0.05;0.05;0;0.05;0.05;10.8;0;0;
fob1;532657;532657;0.38;67.36;32.08;2120;0.05;0.05;0;0.05;0.05;10.8;0;0;
