loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
15;lbm;propagation._omp_fn.0;9;lbm_struct.h:130-130,lbm_phys.c:236-242;Innermost;11.88;0.14;0.07;0.13;0.26;6.4482960700989;32;
23;lbm;collision._omp_fn.0;15;lbm_struct.h:130-130,avx512fintrin.h:5852-15884,avxintrin.h:513-513,lbm_phys.c:47-219;Innermost;10.01;0.11;0.07;0.11;0.18;3.1998908519745;32;
16;lbm;special_cells._omp_fn.0;10;lbm_struct.h:130-148,lbm_phys.c:123-200;Innermost;0.42;0;0;0.01;0.02;0.29902812838554;18;
14;lbm;propagation._omp_fn.0;9;lbm_struct.h:130-130,lbm_phys.c:233-242;InBetween;0.37;0;0;0.01;0.02;0.35329928994179;17;
21;lbm;save_frame;13;lbm_struct.h:130-130,avx512fintrin.h:5852-15884,avxintrin.h:513-513,main.c:84-98,lbm_phys.c:39-59;Innermost;0.23;0;0.08;0.08;0.08;0;1;
12;lbm;setup_init_state;8;lbm_init.c:51-58,lbm_phys.c:98-145,lbm_struct.h:130-148;Innermost;0.18;0;0;0;0.01;0.081648081541061;13;
2;lbm;main;1;lbm_struct.h:139-139,main.c:114-211,lbm_comm.c:150-264,lbm_phys.c:187-229;Innermost;0.06;0;0;0;0.01;0.0059053800068796;4;
6;lbm;setup_init_state;8;lbm_init.c:26-30,lbm_struct.h:148-148;Innermost;0.01;0;0;0;0;0;1;
11;lbm;setup_init_state;8;lbm_init.c:50-58,lbm_phys.c:98-145,lbm_struct.h:130-148;Outermost;0.01;0;0;0;0;0;1;
13;lbm;propagation._omp_fn.0;9;lbm_struct.h:130-130,lbm_phys.c:233-242;Outermost;0.01;0;0.01;0.01;0.01;0;1;
17;lbm;special_cells._omp_fn.0;10;lbm_struct.h:130-148,lbm_phys.c:123-200;Outermost;0.01;0;0;0;0;0;1;
24;lbm;collision._omp_fn.0;15;lbm_struct.h:130-130,avx512fintrin.h:5852-15884,avxintrin.h:513-513,lbm_phys.c:47-219;Outermost;0.01;0;0;0;0;0;1;
