Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;5.16;7.14;85.36;8147;0;1.61;0;0.42;0.05;10.59;0;0.27;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;_ALL;_ALL;5.16;7.14;85.36;8147;0;1.61;0;0.42;0.05;10.59;0;0.27;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35097;_ALL;6.63;7.27;83.1;2036;0;1.92;0;0.64;0;10.59;0;0.44;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35097;35097;6.63;7.27;83.1;2036;0;1.92;0;0.64;0;10.59;0;0.44;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35099;_ALL;5.5;6.97;85.27;2037;0;1.72;0;0.25;0.05;10.58;0;0.25;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35099;35099;5.5;6.97;85.31;2036;0;1.72;0;0.25;0;10.58;0;0.25;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35099;35112;0;0;0;1;0;0;0;0;100;0.03;0;0;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35102;_ALL;4.66;7.21;85.92;2038;0;1.52;0;0.34;0.05;10.58;0;0.29;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35102;35102;4.66;7.22;85.96;2037;0;1.52;0;0.34;0;10.58;0;0.29;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35102;35110;0;0;0;1;0;0;0;0;100;0.03;0;0;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35103;_ALL;3.83;7.12;87.13;2036;0;1.28;0;0.44;0.1;10.58;0;0.1;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35103;35103;3.83;7.13;87.22;2034;0;1.28;0;0.44;0;10.58;0;0.1;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35103;35111;0;0;0;1;0;0;0;0;100;0.03;0;0;
katia-VivoBook-ASUSLaptop-X415JAB-X415JA;35103;35115;0;0;0;1;0;0;0;0;100;0.03;0;0;
