block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
488;lbm;lbm_struct.h:130-130,avx512fintrin.h:5852-15884,avxintrin.h:513-513,lbm_phys.c:47-219;20.11;0.18;;;;;;
377;lbm;lbm_phys.c:236-241;2.79;0.02;;;;;;
374;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;2.79;0.02;;;;;;
339;lbm;lbm_phys.c:239-241;2.23;0.02;;;;;;
372;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;2.23;0.02;;;;;;
368;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;2.23;0.02;;;;;;
382;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;1.68;0.01;;;;;;
376;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;1.68;0.01;;;;;;
371;lbm;lbm_phys.c:236-241;1.12;0.01;;;;;;
379;lbm;lbm_phys.c:236-241;1.12;0.01;;;;;;
378;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;1.12;0.01;;;;;;
370;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;1.12;0.01;;;;;;
341;lbm;lbm_phys.c:239-241;0.56;0;;;;;;
364;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;0.56;0;;;;;;
369;lbm;lbm_phys.c:236-241;0.56;0;;;;;;
396;lbm;lbm_struct.h:148-148,lbm_phys.c:192-192;0.56;0;;;;;;
373;lbm;lbm_phys.c:236-241;0.56;0;;;;;;
375;lbm;lbm_phys.c:236-241;0.56;0;;;;;;
380;lbm;lbm_struct.h:130-130,lbm_phys.c:242-242;0.56;0;;;;;;
286;lbm;lbm_init.c:51-58,lbm_phys.c:98-145,lbm_struct.h:130-148;0.56;0;;;;;;
