Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.15;63.92;1.27;110418.98;34.51;0.04;0.02;0.02;0.04;2.42;0;0.03;
knl01;_ALL;_ALL;0.15;63.92;1.27;110418.98;34.51;0.04;0.02;0.02;0.04;2.42;0;0.03;
knl01;12576;_ALL;0.19;64.88;1.44;6871;33.37;0.01;0;0.03;0.06;2.37;0;0.01;
knl01;12576;12758;0.24;62.5;0;424;37.26;0;0;0;0;2.12;0;0;
knl01;12576;12784;0;68.62;0;427;31.38;0;0;0;0;2.14;0;0;
knl01;12576;12809;0;67.52;0;431;32.48;0;0;0;0;2.16;0;0;
knl01;12576;12576;0.63;48.2;20.93;473;28.54;0.21;0;0.42;0.85;2.37;0;0.21;
knl01;12576;12618;0.23;54.46;0;426;45.31;0;0;0;0;2.13;0;0;
knl01;12576;12909;0.23;68.53;0;429;31.24;0;0;0;0;2.14;0;0;
knl01;12576;12699;0;58.55;0;427;41.45;0;0;0;0;2.14;0;0;
knl01;12576;12970;0;74.53;0;424;25.47;0;0;0;0;2.12;0;0;
knl01;12576;13002;0.23;74.3;0;428;25.47;0;0;0;0;2.14;0;0;
knl01;12576;13051;0.7;65.34;0;427;33.96;0;0;0;0;2.14;0;0;
knl01;12576;12841;0;68.46;0;428;31.54;0;0;0;0;2.14;0;0;
knl01;12576;12942;0;72.1;0;423;27.9;0;0;0;0;2.12;0;0;
knl01;12576;12875;0.47;68.08;0;426;31.46;0;0;0;0;2.13;0;0;
knl01;12576;12649;0.24;56.13;0;424;43.63;0;0;0;0;2.12;0;0;
knl01;12576;13029;0;69.56;0;427;30.44;0;0;0;0;2.13;0;0;
knl01;12576;12730;0;63;0;427;37;0;0;0;0;2.13;0;0;
knl01;12578;_ALL;0.09;63.85;1.36;6918.01;34.52;0.01;0.04;0;0.07;2.37;0;0.06;
knl01;12578;12750;0.23;61.81;0;432;37.96;0;0;0;0;2.16;0;0;
knl01;12578;12782;0;66.74;0;433;33.26;0;0;0;0;2.17;0;0;
knl01;12578;12811;0;65.42;0;428;34.58;0;0;0;0;2.14;0;0;
knl01;12578;12578;0.42;47.47;19.83;474;29.54;0.21;0.63;0;1.05;2.37;0;0.84;
knl01;12578;12610;0;54.42;0;430;45.58;0;0;0;0;2.15;0;0;
knl01;12578;12913;0;70.47;0;430;29.53;0;0;0;0;2.15;0;0;
knl01;12578;12944;0;71.03;0;428;28.97;0;0;0;0;2.14;0;0;
knl01;12578;12714;0;61.86;0;430;38.14;0;0;0;0;2.15;0;0;
knl01;12578;13037;0;67.76;0;428;32.24;0;0;0;0;2.14;0;0;
knl01;12578;13054;0.23;66.51;0;427;33.26;0;0;0;0;2.14;0;0;
knl01;12578;13009;0;75;0;424;25;0;0;0;0;2.12;0;0;
knl01;12578;12843;0.23;63.64;0;429;36.13;0;0;0;0;2.15;0;0;
knl01;12578;12880;0.23;67.37;0;429;32.4;0;0;0;0;2.15;0;0;
knl01;12578;12657;0;55.56;0;432;44.44;0;0;0;0;2.16;0;0;
knl01;12578;12680;0;55.99;0;434;44.01;0;0;0;0;2.17;0;0;
knl01;12578;12975;0;72.56;0;430;27.44;0;0;0;0;2.15;0;0;
knl01;12574;_ALL;0.09;62.5;1.33;6914.01;35.96;0.04;0;0;0.07;2.38;0;0.01;
knl01;12574;13033;0;65.74;0;432;34.26;0;0;0;0;2.16;0;0;
knl01;12574;13055;0;67.76;0;428;32.24;0;0;0;0;2.14;0;0;
knl01;12574;12574;0.84;45.38;19.33;476;32.56;0.63;0;0;1.05;2.38;0;0.21;
knl01;12574;12863;0;68.45;0;431;31.55;0;0;0;0;2.16;0;0;
knl01;12574;12694;0;54.42;0;430;45.58;0;0;0;0;2.15;0;0;
knl01;12574;12661;0;58.08;0;427;41.92;0;0;0;0;2.14;0;0;
knl01;12574;12759;0.23;62.24;0;429;37.53;0;0;0;0;2.15;0;0;
knl01;12574;12725;0;60.37;0;429;39.63;0;0;0;0;2.15;0;0;
knl01;12574;13006;0;70.67;0;433;29.33;0;0;0;0;2.17;0;0;
knl01;12574;12793;0;66.98;0;427;33.02;0;0;0;0;2.14;0;0;
knl01;12574;12828;0.23;64.79;0;426;34.98;0;0;0;0;2.13;0;0;
knl01;12574;12605;0;52.44;0;431;47.56;0;0;0;0;2.16;0;0;
knl01;12574;12629;0;56.51;0;430;43.49;0;0;0;0;2.15;0;0;
knl01;12574;12900;0;69.25;0;426;30.75;0;0;0;0;2.13;0;0;
knl01;12574;12937;0;69.44;0;432;30.56;0;0;0;0;2.16;0;0;
knl01;12574;12969;0;69.32;0;427;30.68;0;0;0;0;2.14;0;0;
knl01;12584;_ALL;0.13;63.81;1.34;6861.01;34.59;0.01;0.01;0.01;0.06;2.39;0;0.03;
knl01;12584;12762;0;66.67;0;426;33.33;0;0;0;0;2.13;0;0;
knl01;12584;12794;0;65.26;0;426;34.74;0;0;0;0;2.13;0;0;
knl01;12584;12999;0.24;74.35;0;425;25.41;0;0;0;0;2.13;0;0;
knl01;12584;12584;0.42;48.22;19.29;477;30.19;0.21;0.21;0.21;0.84;2.39;0;0.42;
knl01;12584;12927;0;70.63;0;429;29.37;0;0;0;0;2.15;0;0;
knl01;12584;12662;0;59.62;0;426;40.38;0;0;0;0;2.13;0;0;
knl01;12584;12693;0;56.64;0;429;43.36;0;0;0;0;2.15;0;0;
knl01;12584;13027;0.23;66.2;0;426;33.57;0;0;0;0;2.13;0;0;
knl01;12584;12631;0;58.55;0;427;41.45;0;0;0;0;2.14;0;0;
knl01;12584;13048;0;66.19;0;423;33.81;0;0;0;0;2.12;0;0;
knl01;12584;12826;0;65.8;0;424;34.2;0;0;0;0;2.12;0;0;
knl01;12584;12861;0.47;67.21;0;427;32.32;0;0;0;0;2.14;0;0;
knl01;12584;12609;0;52.71;0;425;47.29;0;0;0;0;2.13;0;0;
knl01;12584;12898;0.24;71.73;0;421;28.03;0;0;0;0;2.11;0;0;
knl01;12584;12957;0.47;71.7;0;424;27.83;0;0;0;0;2.12;0;0;
knl01;12584;12722;0;61.5;0;426;38.5;0;0;0;0;2.13;0;0;
knl01;12577;_ALL;0.22;63.72;1.2;6931.99;34.74;0.03;0.03;0.03;0.03;2.38;0;0.01;
knl01;12577;12742;0;62.93;0;437;37.07;0;0;0;0;2.18;0;0;
knl01;12577;12772;0;62.96;0;432;37.04;0;0;0;0;2.16;0;0;
knl01;12577;12803;0.23;64.45;0;436;35.32;0;0;0;0;2.18;0;0;
knl01;12577;12838;0;62.36;0;433;37.64;0;0;0;0;2.16;0;0;
knl01;12577;12893;0;71.56;0;429;28.44;0;0;0;0;2.14;0;0;
knl01;12577;12652;0.23;56.25;0;432;43.52;0;0;0;0;2.16;0;0;
knl01;12577;12695;0;60.51;0;433;39.49;0;0;0;0;2.16;0;0;
knl01;12577;12719;0;58.29;0;434;41.71;0;0;0;0;2.17;0;0;
knl01;12577;12996;0;67.22;0;418;32.78;0;0;0;0;2.09;0;0;
knl01;12577;12974;0.23;73.9;0;433;25.87;0;0;0;0;2.16;0;0;
knl01;12577;12617;0;51.64;0;428;48.36;0;0;0;0;2.14;0;0;
knl01;12577;12577;1.47;46.85;17.44;476;32.35;0.42;0.42;0.42;0.42;2.38;0;0.21;
knl01;12577;12866;0.24;68.47;0;425;31.29;0;0;0;0;2.12;0;0;
knl01;12577;12920;0.47;70.26;0;427;29.27;0;0;0;0;2.13;0;0;
knl01;12577;12947;0.23;76.98;0;430;22.79;0;0;0;0;2.15;0;0;
knl01;12577;13017;0.23;66.9;0;429;32.87;0;0;0;0;2.14;0;0;
knl01;12575;_ALL;0.13;64.81;1.28;6878.99;33.65;0.03;0.01;0;0.04;2.37;0;0.04;
knl01;12575;12736;0;64.65;0;430;35.35;0;0;0;0;2.15;0;0;
knl01;12575;12995;0;69.01;0;426;30.99;0;0;0;0;2.13;0;0;
knl01;12575;12764;0;60.97;0;433;39.03;0;0;0;0;2.16;0;0;
knl01;12575;12857;0.23;71.6;0;426;28.17;0;0;0;0;2.13;0;0;
knl01;12575;12612;0;56.34;0;426;43.66;0;0;0;0;2.13;0;0;
knl01;12575;12660;0.23;58.74;0;429;41.03;0;0;0;0;2.14;0;0;
knl01;12575;12685;0.47;58.96;0;424;40.57;0;0;0;0;2.12;0;0;
knl01;12575;12966;0;69.07;0;430;30.93;0;0;0;0;2.15;0;0;
knl01;12575;12575;0.84;48.63;18.53;475;30.11;0.42;0.21;0;0.63;2.37;0;0.63;
knl01;12575;12785;0;63.74;0;422;36.26;0;0;0;0;2.11;0;0;
knl01;12575;12808;0;64.55;0;426;35.45;0;0;0;0;2.13;0;0;
knl01;12575;12836;0;68.15;0;427;31.85;0;0;0;0;2.13;0;0;
knl01;12575;12887;0;71.73;0;428;28.27;0;0;0;0;2.14;0;0;
knl01;12575;12910;0;75.35;0;426;24.65;0;0;0;0;2.13;0;0;
knl01;12575;12939;0.23;73.77;0;427;26;0;0;0;0;2.13;0;0;
knl01;12575;12708;0;63.44;0;424;36.56;0;0;0;0;2.12;0;0;
knl01;12579;_ALL;0.16;64.3;1.25;6966.99;34.15;0.06;0.04;0.01;0.03;2.39;0;0;
knl01;12579;12988;0.23;73.5;0;434;26.27;0;0;0;0;2.17;0;0;
knl01;12579;12926;0.23;68.51;0;435;31.26;0;0;0;0;2.17;0;0;
knl01;12579;12821;0.23;63.89;0;432;35.88;0;0;0;0;2.16;0;0;
knl01;12579;12789;0;65.9;0;434;34.1;0;0;0;0;2.17;0;0;
