Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.4581;1.4374;1.6803;1.6823;
2;1.5079;2.092;3.3165;2.255;
3;1.5239;2.1266;3.4642;2.2976;
4;1.5308;2.1576;3.5769;2.3165;
5;1.5358;2.187;3.6641;2.328;
6;1.5358;2.2073;3.7328;2.3309;
7;1.5358;2.2073;3.7419;2.3309;
