Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.06;73.68;9.67;41178.07;14.23;0.35;0;0.16;0.02;18.25;0;1.83;
knl01;_ALL;_ALL;0.06;73.68;9.67;41178.07;14.23;0.35;0;0.16;0.02;18.25;0;1.83;
knl01;41273;_ALL;0.07;78.8;9.92;14368.05;9.3;0.27;0.01;0.11;0.01;18.25;0;1.51;
knl01;41273;42043;0.08;84.81;3.21;3641.01;9.94;0.3;0;0.11;0;18.21;0;1.54;
knl01;41273;41273;0.09;58.46;28.63;3479.01;10.32;0.57;0.03;0.17;0;17.4;0;1.72;
knl01;41273;42046;0.05;84.32;4.47;3649.02;9.65;0.14;0;0.08;0;18.25;0;1.29;
knl01;41273;42049;0.06;86.77;4.17;3599.02;7.31;0.08;0;0.08;0.03;18;0;1.5;
knl01;41272;_ALL;0.08;65.4;10.4;13630.11;21.93;0.2;0;0.14;0.01;17.39;0;1.84;
knl01;41272;42045;0.03;66.18;4.84;3433.01;27.06;0.12;0;0.09;0;17.17;0;1.69;
knl01;41272;42048;0.03;67.53;4.72;3477.02;25.91;0.06;0;0.06;0;17.39;0;1.7;
knl01;41272;42050;0;69.44;4.78;3449.03;23.89;0.09;0;0.09;0;17.25;0;1.71;
knl01;41272;41272;0.28;58.06;28.19;3271.03;10.24;0.55;0;0.34;0.06;16.36;0;2.29;
knl01;41274;_ALL;0.02;76.65;8.63;13179.91;11.66;0.58;0;0.24;0.05;16.66;0;2.16;
knl01;41274;41274;0.09;70;13.58;3246.99;12.41;1.32;0;0.31;0.22;16.23;0;2.06;
knl01;41274;42044;0;77.12;7.57;3329.98;12.64;0.33;0;0.24;0;16.65;0;2.1;
knl01;41274;42047;0;77.43;6.82;3269.98;12.75;0.28;0;0.21;0;16.35;0;2.51;
knl01;41274;42051;0;81.88;6.63;3332.96;8.88;0.42;0;0.21;0;16.66;0;1.98;
