Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.4442;1.4243;1.6567;1.6586;
2;1.4928;2.0602;3.2118;2.2092;
3;1.5148;2.1009;3.3782;2.2667;
4;1.5216;2.1427;3.5295;2.285;
5;1.5275;2.169;3.6063;2.2984;
6;1.5278;2.189;3.6728;2.2991;
7;1.5278;2.1909;3.6812;2.2991;
