Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.23;45.35;53.78;20946;0.04;0.01;0;0.05;0.5;10.63;0;0.05;
fob1;_ALL;_ALL;0.23;45.35;53.78;20946;0.04;0.01;0;0.05;0.5;10.63;0;0.05;
fob1;532734;_ALL;0.29;31.41;68.2;2085;0;0.05;0;0;0.05;10.6;0;0;
fob1;532734;532734;0.29;31.43;68.23;2084;0;0.05;0;0;0;10.6;0;0;
fob1;532734;532745;0;0;0;1;0;0;0;0;100;0.03;0;0;
fob1;532709;_ALL;0.1;61.32;38.15;2089;0.05;0;0;0.1;0.29;10.63;0;0;
fob1;532709;532709;0.1;61.41;38.21;2086;0.05;0;0;0.1;0.14;10.63;0;0;
fob1;532709;532722;0;0;0;2;0;0;0;0;100;0.05;0;0;
fob1;532709;532727;0;0;0;1;0;0;0;0;100;0.03;0;0;
fob1;532717;_ALL;0.43;33.3;65.89;2090;0.05;0;0;0;0.33;10.62;0;0;
fob1;532717;532717;0.43;33.4;66.07;2084;0.05;0;0;0;0.05;10.62;0;0;
fob1;532717;532723;0;0;0;6;0;0;0;0;100;0.15;0;0;
fob1;532737;_ALL;0.05;31.56;68.06;2085;0.1;0;0;0.1;0.05;10.6;0;0.1;
fob1;532737;532746;0;0;0;1;0;0;0;0;100;0.03;0;0;
fob1;532737;532737;0.05;31.57;68.09;2084;0.1;0;0;0.1;0;10.6;0;0.1;
fob1;532719;_ALL;0.34;99.23;0.24;2086;0;0;0;0.05;0.1;10.62;0;0.05;
fob1;532719;532719;0.34;99.28;0.24;2085;0;0;0;0.05;0.05;10.62;0;0.05;
fob1;532719;532736;0;0;0;1;0;0;0;0;100;0.03;0;0;
fob1;532728;_ALL;0.24;33.8;65.49;2089;0.05;0;0;0.05;0.38;10.61;0;0;
fob1;532728;532728;0.24;33.88;65.64;2084;0.05;0;0;0.05;0.14;10.61;0;0;
fob1;532728;532739;0;0;0;5;0;0;0;0;100;0.13;0;0;
fob1;532713;_ALL;0.14;32.97;66.6;2087;0.05;0.05;0;0.05;0.05;10.63;0;0.1;
fob1;532713;532713;0.14;32.98;66.63;2086;0.05;0.05;0;0.05;0;10.63;0;0.1;
fob1;532713;532724;0;0;0;1;0;0;0;0;100;0.03;0;0;
fob1;532707;_ALL;0.23;58.39;37.91;2158;0;0;0;0.05;3.34;10.63;0;0.09;
fob1;532707;532743;0;0;0;1;0;0;0;0;100;0.03;0;0;
fob1;532707;532707;0.24;60.34;39.18;2088;0;0;0;0.05;0.1;10.63;0;0.1;
fob1;532707;532740;0;0;0;69;0;0;0;0;100;1.73;0;0;
fob1;532715;_ALL;0.34;34.83;64.64;2087;0.1;0;0;0.05;0.05;10.62;0;0;
fob1;532715;532715;0.34;34.83;64.64;2087;0.1;0;0;0.05;0.05;10.62;0;0;
fob1;532711;_ALL;0.14;36.22;63.11;2090;0.05;0.05;0;0.05;0.24;10.63;0;0.14;
fob1;532711;532711;0.14;36.29;63.23;2086;0.05;0.05;0;0.05;0.05;10.63;0;0.14;
fob1;532711;532721;0;0;0;4;0;0;0;0;100;0.1;0;0;
