name;time_p;time_s;cpi_ratio;
/users/user2234/VersionFinaleNbody3DOptimisé/maqao_2022-05-02_22-34-19/binaries/nbody.g3;95.94;9.31;;
/usr/lib/x86_64-linux-gnu/libgomp.so.1.0.0;3.98;0.39;;
kernel;0.08;0.01;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0;0;;
