Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.12;74.66;16.07;34660.96;7.06;0.63;0.02;0.09;0.13;17.78;0;1.23;
knl01;_ALL;_ALL;0.12;74.66;16.07;34660.96;7.06;0.63;0.02;0.09;0.13;17.78;0;1.23;
knl01;30313;_ALL;0.13;78.85;12.89;7050.96;6.06;0.6;0.03;0.11;0.1;17.65;0;1.23;
knl01;30313;30313;0.17;71.25;20.6;3519.98;5.34;0.91;0.06;0.14;0.2;17.6;0;1.34;
knl01;30313;30322;0.08;86.43;5.21;3530.98;6.77;0.28;0;0.08;0;17.65;0;1.13;
knl01;30314;_ALL;0.09;76.07;16.85;7037.03;5.3;0.54;0.03;0.04;0.17;17.78;0;0.91;
knl01;30314;30314;0.14;64.53;28.63;3482.01;4.57;0.86;0.06;0.06;0.34;17.41;0;0.8;
knl01;30314;30324;0.03;87.37;5.32;3555.03;6.02;0.23;0;0.03;0;17.78;0;1.01;
knl01;30312;_ALL;0.15;75.73;15.6;6888.92;6.39;0.7;0;0.1;0.13;17.38;0;1.2;
knl01;30312;30312;0.26;66.89;24.82;3412.96;4.86;1.17;0;0.21;0.23;17.06;0;1.55;
knl01;30312;30320;0.03;84.41;6.56;3475.96;7.88;0.23;0;0;0.03;17.38;0;0.86;
knl01;30310;_ALL;0.13;68.41;19.38;6785.06;10.07;0.53;0.01;0.04;0.13;17.33;0;1.28;
knl01;30310;30310;0.24;59.38;33.68;3319.03;4.43;0.81;0.03;0.09;0.21;16.6;0;1.11;
knl01;30310;30323;0.03;77.06;5.68;3466.03;15.46;0.26;0;0;0.06;17.33;0;1.44;
knl01;30311;_ALL;0.1;74;15.73;6898.99;7.61;0.78;0.03;0.13;0.12;17.36;0;1.51;
knl01;30311;30311;0.2;66.7;24.49;3426;5.2;1.26;0.06;0.2;0.23;17.13;0;1.66;
knl01;30311;30321;0;81.2;7.08;3472.99;9.99;0.32;0;0.06;0;17.36;0;1.35;
