Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;1.06;73.99;23.58;1972;0.05;0.25;0.2;0.25;0.35;2.63;0;0.25;
knl06;_ALL;_ALL;1.06;73.99;23.58;1972;0.05;0.25;0.2;0.25;0.35;2.63;0;0.25;
knl06;2175716;_ALL;1.5;94.99;2.51;399;0;0.5;0;0;0.5;2;0;0;
knl06;2175716;2175716;1.5;94.99;2.51;399;0;0.5;0;0;0.5;2;0;0;
knl06;2175715;_ALL;0.95;68.89;29.2;524;0;0;0.19;0.38;0.38;2.62;0;0;
knl06;2175715;2175715;0.95;68.89;29.2;524;0;0;0.19;0.38;0.38;2.62;0;0;
knl06;2175714;_ALL;0.57;69.26;28.46;527;0;0;0.57;0.38;0.19;2.63;0;0.57;
knl06;2175714;2175714;0.57;69.26;28.46;527;0;0;0.57;0.38;0.19;2.63;0;0.57;
knl06;2175717;_ALL;1.34;67.82;29.12;522;0.19;0.57;0;0.19;0.38;2.61;0;0.38;
knl06;2175717;2175717;1.34;67.82;29.12;522;0.19;0.57;0;0.19;0.38;2.61;0;0.38;
