Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.49;1.4673;1.7354;1.7376;
2;1.545;2.2145;3.7576;2.4036;
3;1.564;2.2615;3.9902;2.4583;
4;1.5716;2.301;4.1602;2.4811;
5;1.578;2.3265;4.2539;2.497;
6;1.5789;2.3508;4.3477;2.4992;
7;1.5795;2.3529;4.3601;2.5009;
8;1.5795;2.3529;4.3722;2.5009;
