run_index;run_name;nb_processes;nb_threads;time;ideal_speedup;speedup;efficiency;
0;run_0;1;1;7.603768825531;1;1;1;
1;R2;2;2;4.2813491821289;2;1.7760216469309;0.88801082346547;
2;R4;4;4;3.0690219402313;4;2.4775869881718;0.61939674704296;
3;R8;8;8;2.8550319671631;8;2.6632867558;0.332910844475;
4;R16;16;16;3.3462359905243;16;2.2723349001873;0.1420209312617;
5;R20;20;20;3.8936009407043;20;1.9528885834293;0.097644429171464;
6;R32;32;32;5.2103729248047;32;1.4593521299276;0.045604754060239;
