Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.18;94.67;1.03;20080.01;3.92;0.08;0.01;0.02;0.04;12.67;0;0.04;
knl01;_ALL;_ALL;0.18;94.67;1.03;20080.01;3.92;0.08;0.01;0.02;0.04;12.67;0;0.04;
knl01;42073;_ALL;0.18;94.72;1.08;5017.93;3.85;0.12;0.02;0;0.02;12.62;0;0.02;
knl01;42073;43101;0.08;96.99;0;2493.97;2.93;0;0;0;0;12.47;0;0;
knl01;42073;42073;0.28;92.47;2.14;2523.97;4.75;0.24;0.04;0;0.04;12.62;0;0.04;
knl01;42072;_ALL;0.18;94.62;0.96;5023.09;4.02;0.08;0.02;0.06;0.04;12.62;0;0.02;
knl01;42072;43102;0.04;96.52;0;2499.05;3.44;0;0;0;0;12.5;0;0;
knl01;42072;42072;0.32;92.75;1.9;2524.04;4.6;0.16;0.04;0.12;0.08;12.62;0;0.04;
knl01;42074;_ALL;0.2;95.09;0.84;5007.05;3.67;0.1;0.02;0;0.02;12.62;0;0.06;
knl01;42074;43100;0.04;97.54;0;2484.03;2.42;0;0;0;0;12.42;0;0;
knl01;42074;42074;0.36;92.67;1.66;2523.02;4.91;0.2;0.04;0;0.04;12.62;0;0.12;
knl01;42075;_ALL;0.16;94.26;1.25;5031.94;4.13;0.04;0;0.02;0.08;12.67;0;0.06;
knl01;42075;43103;0.16;96.2;0;2496.97;3.64;0;0;0;0;12.48;0;0;
knl01;42075;42075;0.16;92.35;2.49;2534.97;4.62;0.08;0;0.04;0.16;12.67;0;0.12;
