Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0007;1.0022;1.0022;1.2524;
2;1.0008;1.0038;1.0043;1.2545;
3;1.0008;1.0047;1.0058;1.2554;
4;1.0008;1.0048;1.0067;1.2554;
5;1.0008;1.0048;1.0067;1.2554;
