Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.1163;1.1122;1.155;1.1554;
2;1.1247;1.1982;1.2842;1.2184;
3;1.1296;1.2035;1.293;1.2251;
4;1.1313;1.2082;1.3014;1.2276;
5;1.1325;1.2114;1.3054;1.2289;
6;1.1325;1.2143;1.3093;1.2289;
