Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.07;91.87;0.22;25698.84;7.76;0.02;0;0.03;0;16.13;0;0.01;
knl01;_ALL;_ALL;0.07;91.87;0.22;25698.84;7.76;0.02;0;0.03;0;16.13;0;0.01;
knl01;8960;_ALL;0.08;91.73;0.18;12853.83;7.95;0.02;0;0.02;0;16.07;0;0.02;
knl01;8960;8960;0.25;88.24;0.72;3214.96;10.54;0.09;0;0.09;0;16.07;0;0.06;
knl01;8960;9477;0.03;93.03;0;3212.95;6.94;0;0;0;0;16.06;0;0;
knl01;8960;9475;0;91.54;0;3212.96;8.47;0;0;0;0;16.06;0;0;
knl01;8960;9479;0.03;94.12;0;3212.95;5.85;0;0;0;0;16.06;0;0;
knl01;8961;_ALL;0.06;92.01;0.26;12845.01;7.57;0.02;0.01;0.04;0.01;16.13;0;0.01;
knl01;8961;8961;0.19;88.62;1.05;3226;9.8;0.09;0.03;0.15;0.03;16.13;0;0.03;
knl01;8961;9476;0;93.31;0;3200;6.69;0;0;0;0;16;0;0;
knl01;8961;9474;0;91.71;0;3209;8.29;0;0;0;0;16.05;0;0;
knl01;8961;9478;0.06;94.42;0;3210.01;5.51;0;0;0;0;16.05;0;0;
