Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.08;99.88;0.01;23070.97;0;0;0;0.01;0;115.35;0;0;
knl06;_ALL;_ALL;0.08;99.88;0.01;23070.97;0;0;0;0.01;0;115.35;0;0;
knl06;2097570;_ALL;0.08;99.88;0.01;23070.97;0;0;0;0.01;0;115.35;0;0;
knl06;2097570;2097570;0.08;99.88;0.01;23070.97;0;0;0;0.01;0;115.35;0;0;
