run_index;run_name;nb_processes;nb_threads;time;ideal_speedup;speedup;efficiency;
0;run_0;4;10;12.185119628906;1;1;1;
1;run_1;6;9;10.813045501709;0.9;1.1268906273427;1.2521006970475;
2;run_2;10;21;10.631021499634;2.1;1.1461852117716;0.545802481796;
