Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.05;74.68;9.08;43234.04;14.17;0.38;0.01;0.11;0.03;19.09;0;1.49;
knl01;_ALL;_ALL;0.05;74.68;9.08;43234.04;14.17;0.38;0.01;0.11;0.03;19.09;0;1.49;
knl01;24441;_ALL;0.03;79.96;9.55;14991.85;8.92;0.32;0.01;0.05;0.04;19.09;0;1.11;
knl01;24441;25217;0.03;87.31;4.31;3734.96;7.2;0.21;0;0.05;0;18.67;0;0.88;
knl01;24441;25211;0;85.62;3.67;3817.97;9.59;0.16;0;0.03;0;19.09;0;0.94;
knl01;24441;24441;0.11;59.98;27.27;3630.95;9.67;0.91;0.06;0.06;0.17;18.15;0;1.79;
knl01;24441;25214;0;86.14;3.68;3807.97;9.22;0.03;0;0.08;0;19.04;0;0.87;
knl01;24442;_ALL;0.08;78.24;7.57;13952.17;11.46;0.51;0;0.17;0.01;17.64;0;1.96;
knl01;24442;25216;0.03;80.88;6.55;3509.05;10.54;0.2;0;0.23;0;17.55;0;1.57;
knl01;24442;25212;0.06;78.32;6.32;3528.05;12.95;0.37;0;0.06;0;17.64;0;1.93;
knl01;24442;25218;0.06;82.92;5.75;3495.03;8.96;0.31;0;0.09;0;17.48;0;1.92;
knl01;24442;24442;0.18;70.67;11.75;3420.04;13.42;1.17;0;0.32;0.06;17.1;0;2.43;
knl01;24440;_ALL;0.04;65.66;10.08;14290.02;22.32;0.31;0.01;0.1;0.04;18.19;0;1.43;
knl01;24440;25219;0;69.15;4.68;3614;24.65;0.08;0;0.11;0;18.07;0;1.33;
knl01;24440;25213;0.03;66.36;4.53;3600.01;27.53;0.11;0;0.11;0;18;0;1.33;
knl01;24440;24440;0.12;58.38;28.21;3437.99;10.21;1.02;0.06;0.12;0.15;17.19;0;1.75;
knl01;24440;25215;0.03;68.39;3.79;3638.01;26.31;0.08;0;0.05;0.03;18.19;0;1.32;
