Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.15;95.01;0.87;22583.18;3.75;0.09;0.02;0.03;0.04;14.22;0;0.04;
knl01;_ALL;_ALL;0.15;95.01;0.87;22583.18;3.75;0.09;0.02;0.03;0.04;14.22;0;0.04;
knl01;10294;_ALL;0.18;95.05;1.01;5641;3.56;0.11;0;0.02;0.04;14.17;0;0.04;
knl01;10294;10294;0.35;93.01;2.01;2834;4.23;0.21;0;0.04;0.07;14.17;0;0.07;
knl01;10294;11322;0;97.11;0;2807;2.89;0;0;0;0;14.03;0;0;
knl01;10293;_ALL;0.11;95.24;0.58;5649.05;3.86;0.07;0.02;0.05;0.02;14.18;0;0.05;
knl01;10293;10293;0.18;94.18;1.16;2836.03;4.05;0.14;0.04;0.11;0.04;14.18;0;0.11;
knl01;10293;11324;0.04;96.3;0;2813.03;3.66;0;0;0;0;14.07;0;0;
knl01;10296;_ALL;0.12;94.77;1.17;5647.07;3.77;0.07;0.04;0.02;0.04;14.22;0;0;
knl01;10296;10296;0.18;92.54;2.32;2843.03;4.64;0.14;0.07;0.04;0.07;14.22;0;0;
knl01;10296;11323;0.07;97.04;0;2804.03;2.89;0;0;0;0;14.02;0;0;
knl01;10295;_ALL;0.21;94.99;0.71;5646.06;3.81;0.12;0.02;0.02;0.07;14.18;0;0.05;
knl01;10295;10295;0.25;93.33;1.41;2835.03;4.44;0.25;0.04;0.04;0.14;14.18;0;0.11;
knl01;10295;11321;0.18;96.66;0;2811.03;3.17;0;0;0;0;14.06;0;0;
