Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.12;74.03;23.89;27719.02;0.5;0.76;0.03;0.09;0.09;27.82;0;0.49;
knl01;_ALL;_ALL;0.12;74.03;23.89;27719.02;0.5;0.76;0.03;0.09;0.09;27.82;0;0.49;
knl01;30273;_ALL;0.16;71.81;25.89;5546.93;0.52;0.94;0.04;0.11;0.04;27.73;0;0.5;
knl01;30273;30273;0.16;71.81;25.89;5546.93;0.52;0.94;0.04;0.11;0.04;27.73;0;0.5;
knl01;30274;_ALL;0.13;75.09;22.9;5536.08;0.61;0.7;0.02;0.09;0.11;27.68;0;0.34;
knl01;30274;30274;0.13;75.09;22.9;5536.08;0.61;0.7;0.02;0.09;0.11;27.68;0;0.34;
knl01;30275;_ALL;0.07;84.08;13.82;5563.85;0.52;0.81;0;0.04;0.09;27.82;0;0.58;
knl01;30275;30275;0.07;84.08;13.82;5563.85;0.52;0.81;0;0.04;0.09;27.82;0;0.58;
knl01;30276;_ALL;0.11;72.77;25.03;5557.04;0.29;0.92;0.04;0.09;0.09;27.79;0;0.67;
knl01;30276;30276;0.11;72.77;25.03;5557.04;0.29;0.92;0.04;0.09;0.09;27.79;0;0.67;
knl01;30277;_ALL;0.11;66.33;31.89;5515.12;0.54;0.45;0.04;0.13;0.15;27.58;0;0.36;
knl01;30277;30277;0.11;66.33;31.89;5515.12;0.54;0.45;0.04;0.13;0.15;27.58;0;0.36;
