Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;1;1.0039;1;
2;1;1;1.0077;1;
3;1;1;1.0113;1;
4;1;1;1.0148;1;
5;1;1;1.0179;1;
6;1;1;1.0204;1;
7;1;1;1.0223;1;
8;1;1;1.0236;1;
9;1;1;1.0246;1;
10;1;1;1.0254;1;
11;1;1;1.0256;1;
