run_index;run_name;nb_processes;nb_threads;time;ideal_speedup;speedup;efficiency;
0;run_0;4;8;7.39;1;1;1;
1;R2x4;2;4;7.55;0.5;0.97880794701987;1.9576158940397;
2;R3x4;4;9;8.17;1.125;0.90452876376989;0.80402556779546;
3;R4x2;3;3;9.09;0.375;0.81298129812981;2.1679501283462;
4;R4x4;3;4;7.32;0.5;1.0095628415301;2.0191256830601;
