Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.4933;1.4704;1.7412;1.7435;
2;1.5484;2.2182;3.7716;2.412;
3;1.5686;2.2634;3.9961;2.4704;
4;1.5754;2.3054;4.1772;2.4907;
5;1.5815;2.3345;4.2804;2.5061;
6;1.5819;2.356;4.3675;2.507;
7;1.5819;2.3581;4.3794;2.507;
