Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.11;89.48;0.14;25692.24;10.21;0.04;0;0.01;0;12.89;0;0.01;
knl01;_ALL;_ALL;0.11;89.48;0.14;25692.24;10.21;0.04;0;0.01;0;12.89;0;0.01;
knl01;19907;_ALL;0.09;89.37;0.12;12846.12;10.35;0.04;0;0.02;0;12.87;0;0.02;
knl01;19907;20425;0.16;93.55;0;2574.02;6.29;0;0;0;0;12.87;0;0;
knl01;19907;20424;0;89.88;0;2569.02;10.12;0;0;0;0;12.85;0;0;
knl01;19907;20428;0.04;94.07;0;2562.03;5.89;0;0;0;0;12.81;0;0;
knl01;19907;20422;0.04;86.33;0;2567.02;13.63;0;0;0;0;12.84;0;0;
knl01;19907;19907;0.23;83.02;0.58;2574.03;15.81;0.19;0;0.08;0;12.87;0;0.08;
knl01;19908;_ALL;0.12;89.59;0.16;12846.12;10.07;0.04;0.01;0;0.01;12.89;0;0;
knl01;19908;20421;0.04;87.21;0;2565.02;12.75;0;0;0;0;12.83;0;0;
knl01;19908;19908;0.43;84.1;0.78;2578.03;14.43;0.19;0.04;0;0.04;12.89;0;0;
knl01;19908;20427;0;94.11;0;2562.03;5.89;0;0;0;0;12.81;0;0;
knl01;19908;20426;0.08;92.56;0;2569.02;7.36;0;0;0;0;12.85;0;0;
knl01;19908;20423;0.08;90.01;0;2572.03;9.91;0;0;0;0;12.86;0;0;
