Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.07;99.38;0;34580;0.53;0.02;0;0;0;5.45;0;0;
knl06;_ALL;_ALL;0.07;99.38;0;34580;0.53;0.02;0;0;0;5.45;0;0;
knl06;1990327;_ALL;0.07;99.38;0;34580;0.53;0.02;0;0;0;5.45;0;0;
knl06;1990327;1990634;0.09;99.35;0;1080;0.56;0;0;0;0;5.4;0;0;
knl06;1990327;1990619;0.19;99.17;0;1080;0.65;0;0;0;0;5.4;0;0;
knl06;1990327;1990616;0;99.54;0;1080;0.46;0;0;0;0;5.4;0;0;
knl06;1990327;1990632;0.19;99.35;0;1080;0.46;0;0;0;0;5.4;0;0;
knl06;1990327;1990617;0;99.35;0;1083;0.65;0;0;0;0;5.41;0;0;
knl06;1990327;1990633;0.09;99.44;0;1080;0.46;0;0;0;0;5.4;0;0;
knl06;1990327;1990327;0.27;98.63;0;1091;0.46;0.64;0;0;0;5.45;0;0;
knl06;1990327;1990622;0.09;99.17;0;1080;0.74;0;0;0;0;5.4;0;0;
knl06;1990327;1990638;0;99.44;0;1080;0.56;0;0;0;0;5.4;0;0;
knl06;1990327;1990623;0;99.44;0;1081;0.56;0;0;0;0;5.4;0;0;
knl06;1990327;1990639;0.09;99.26;0;1080;0.65;0;0;0;0;5.4;0;0;
knl06;1990327;1990620;0.19;99.26;0;1080;0.56;0;0;0;0;5.4;0;0;
knl06;1990327;1990636;0.09;99.35;0;1080;0.56;0;0;0;0;5.4;0;0;
knl06;1990327;1990621;0.28;99.35;0;1085;0.37;0;0;0;0;5.42;0;0;
knl06;1990327;1990637;0;99.44;0;1080;0.56;0;0;0;0;5.4;0;0;
knl06;1990327;1990626;0.09;99.26;0;1082;0.65;0;0;0;0;5.41;0;0;
knl06;1990327;1990642;0;99.54;0;1080;0.46;0;0;0;0;5.4;0;0;
knl06;1990327;1990627;0;99.35;0;1080;0.65;0;0;0;0;5.4;0;0;
knl06;1990327;1990643;0;99.26;0;1081;0.74;0;0;0;0;5.4;0;0;
knl06;1990327;1990624;0.09;99.35;0;1080;0.56;0;0;0;0;5.4;0;0;
knl06;1990327;1990640;0.09;99.26;0;1080;0.65;0;0;0;0;5.4;0;0;
knl06;1990327;1990625;0;99.54;0;1080;0.46;0;0;0;0;5.4;0;0;
knl06;1990327;1990641;0.09;99.54;0;1079;0.37;0;0;0;0;5.39;0;0;
knl06;1990327;1990630;0;99.44;0;1080;0.56;0;0;0;0;5.4;0;0;
knl06;1990327;1990646;0;99.63;0;1079;0.37;0;0;0;0;5.4;0;0;
knl06;1990327;1990631;0;99.63;0;1078;0.37;0;0;0;0;5.39;0;0;
knl06;1990327;1990635;0;99.44;0;1080;0.56;0;0;0;0;5.4;0;0;
knl06;1990327;1990628;0;99.44;0;1080;0.56;0;0;0;0;5.4;0;0;
knl06;1990327;1990644;0.09;99.54;0;1080;0.37;0;0;0;0;5.4;0;0;
knl06;1990327;1990629;0.09;99.26;0;1080;0.65;0;0;0;0;5.4;0;0;
knl06;1990327;1990645;0;99.63;0;1079;0.37;0;0;0;0;5.4;0;0;
knl06;1990327;1990618;0.09;99.35;0;1082;0.55;0;0;0;0;5.41;0;0;
