name;time_p;time_s;cpi_ratio;
/users/user2234/VersionFinaleNbody3DOptimisé/maqao_2022-05-02_22-32-52/binaries/nbody.g4;98.5;0.72;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;1.44;0.01;;
kernel;0.05;0;;
/usr/lib/x86_64-linux-gnu/libgcc_s.so.1;0.01;0;;
