Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;1.95;45.34;47.66;3231;0.25;0.28;0.74;1.05;1.67;1.04;0;1.05;
knl06;_ALL;_ALL;1.95;45.34;47.66;3231;0.25;0.28;0.74;1.05;1.67;1.04;0;1.05;
knl06;2169212;_ALL;2.45;41.18;52.94;204;0;0.49;0.49;0.49;1.47;1.02;0;0.49;
knl06;2169212;2169212;2.45;41.18;52.94;204;0;0.49;0.49;0.49;1.47;1.02;0;0.49;
knl06;2169205;_ALL;1.94;42.72;49.51;206;0.97;0.49;0.49;1.94;0.97;1.03;0;0.97;
knl06;2169205;2169205;1.94;42.72;49.51;206;0.97;0.49;0.49;1.94;0.97;1.03;0;0.97;
knl06;2169215;_ALL;2.4;50;42.79;208;0;0;0;1.44;1.44;1.04;0;1.92;
knl06;2169215;2169215;2.4;50;42.79;208;0;0;0;1.44;1.44;1.04;0;1.92;
knl06;2169211;_ALL;2.93;46.83;44.88;205;0.49;0.49;1.46;1.46;0.98;1.02;0;0.49;
knl06;2169211;2169211;2.93;46.83;44.88;205;0.49;0.49;1.46;1.46;0.98;1.02;0;0.49;
knl06;2169216;_ALL;2.42;43.48;50.72;207;0;0;0.48;0.48;1.45;1.04;0;0.97;
knl06;2169216;2169216;2.42;43.48;50.72;207;0;0;0.48;0.48;1.45;1.04;0;0.97;
knl06;2169209;_ALL;1.45;48.31;43;207;0.48;1.45;0.97;0.97;2.42;1.04;0;0.97;
knl06;2169209;2169209;1.45;48.31;43;207;0.48;1.45;0.97;0.97;2.42;1.04;0;0.97;
knl06;2169218;_ALL;1.46;43.2;50;206;0;0;0.49;0.97;2.91;1.03;0;0.97;
knl06;2169218;2169218;1.46;43.2;50;206;0;0;0.49;0.97;2.91;1.03;0;0.97;
knl06;2169214;_ALL;2.42;43;51.69;207;0;0;0.97;0;1.45;1.04;0;0.48;
knl06;2169214;2169214;2.42;43;51.69;207;0;0;0.97;0;1.45;1.04;0;0.48;
knl06;2169204;_ALL;0.97;42.51;51.69;207;0;0;0.97;0.48;2.42;1.04;0;0.97;
knl06;2169204;2169204;0.97;42.51;51.69;207;0;0;0.97;0.48;2.42;1.04;0;0.97;
knl06;2169217;_ALL;2.91;48.54;44.17;206;0;0;0;1.46;1.46;1.03;0;1.46;
knl06;2169217;2169217;2.91;48.54;44.17;206;0;0;0;1.46;1.46;1.03;0;1.46;
knl06;2169206;_ALL;2.44;41.95;50.24;205;0.49;0.49;0;0.49;1.46;1.03;0;2.44;
knl06;2169206;2169206;2.44;41.95;50.24;205;0.49;0.49;0;0.49;1.46;1.03;0;2.44;
knl06;2169207;_ALL;1.46;41.75;51.46;206;0.49;0;1.46;0.97;2.43;1.03;0;0;
knl06;2169207;2169207;1.46;41.75;51.46;206;0.49;0;1.46;0.97;2.43;1.03;0;0;
knl06;2169208;_ALL;1.46;44.66;49.03;206;0;0.49;1.46;0.97;1.46;1.03;0;0.49;
knl06;2169208;2169208;1.46;44.66;49.03;206;0;0.49;1.46;0.97;1.46;1.03;0;0.49;
knl06;2169219;_ALL;0.49;43.2;51.94;206;0;0;0.97;0.97;0.97;1.03;0;1.46;
knl06;2169219;2169219;0.49;43.2;51.94;206;0;0;0.97;0.97;0.97;1.03;0;1.46;
knl06;2169210;_ALL;2.92;71.53;18.25;137;0;0;1.46;2.19;1.46;0.69;0;2.19;
knl06;2169210;2169210;2.92;71.53;18.25;137;0;0;1.46;2.19;1.46;0.69;0;2.19;
knl06;2169213;_ALL;1.44;41.35;50.48;208;0.96;0.48;0.48;1.92;1.92;1.04;0;0.96;
knl06;2169213;2169213;1.44;41.35;50.48;208;0.96;0.48;0.48;1.92;1.92;1.04;0;0.96;
