Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.09;77.51;9.61;34618.04;11.29;0.4;0.01;0.08;0.06;19.67;0;0.96;
knl01;_ALL;_ALL;0.09;77.51;9.61;34618.04;11.29;0.4;0.01;0.08;0.06;19.67;0;0.96;
knl01;23644;_ALL;0.1;81.57;7.5;11486.84;9.03;0.55;0.01;0.08;0.07;19.27;0;1.1;
knl01;23644;24415;0.03;83.73;5.56;3847.96;9.51;0.1;0;0.03;0;19.24;0;1.04;
knl01;23644;24419;0.03;85.06;6.1;3853.95;7.5;0.34;0;0.03;0;19.27;0;0.96;
knl01;23644;23644;0.24;75.83;10.91;3784.94;10.09;1.22;0.03;0.18;0.21;18.92;0;1.29;
knl01;23645;_ALL;0.11;70.31;11.12;11426.03;17.08;0.25;0.01;0.07;0.06;19.31;0;0.99;
knl01;23645;24416;0;72.72;3.99;3838.01;22.28;0.1;0;0.1;0;19.19;0;0.81;
knl01;23645;24418;0.03;74.37;4.51;3862.02;20.3;0.13;0;0.05;0;19.31;0;0.62;
knl01;23645;23645;0.3;63.63;25.34;3726;8.4;0.51;0.03;0.05;0.19;18.63;0;1.56;
knl01;23643;_ALL;0.07;80.55;10.19;11705.17;7.84;0.39;0.01;0.09;0.05;19.67;0;0.81;
knl01;23643;24414;0.05;86.51;4.33;3930.05;8.04;0.2;0;0.08;0;19.65;0;0.79;
knl01;23643;24417;0.03;87.82;4.53;3933.06;6.69;0.18;0;0.1;0.03;19.67;0;0.64;
knl01;23643;23643;0.13;66.99;21.99;3842.07;8.82;0.81;0.03;0.08;0.13;19.21;0;1.02;
