Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.13;80.61;10.99;29880.96;6.89;0.5;0.01;0.08;0.13;12.59;0;0.66;
knl01;_ALL;_ALL;0.13;80.61;10.99;29880.96;6.89;0.5;0.01;0.08;0.13;12.59;0;0.66;
knl01;30462;_ALL;0.12;85.83;7.31;4982.04;5.12;0.6;0.02;0.08;0.14;12.46;0;0.78;
knl01;30462;30462;0.24;83.45;10.2;2490.02;3.94;1.04;0.04;0.08;0.28;12.45;0;0.72;
knl01;30462;30477;0;88.2;4.41;2492.02;6.3;0.16;0;0.08;0;12.46;0;0.84;
knl01;30467;_ALL;0.12;81.91;11.96;5025.98;4.93;0.42;0;0.12;0.12;12.59;0;0.42;
knl01;30467;30467;0.24;74.92;18.78;2507.99;4.27;0.76;0;0.24;0.24;12.54;0;0.56;
knl01;30467;30479;0;88.88;5.16;2517.99;5.6;0.08;0;0;0;12.59;0;0.28;
knl01;30464;_ALL;0.14;74.63;13.42;4911.99;10.26;0.57;0.02;0.1;0.14;12.34;0;0.71;
knl01;30464;30464;0.25;70.94;21.45;2442.99;4.99;1.02;0.04;0.16;0.29;12.21;0;0.86;
knl01;30464;30478;0.04;78.29;5.47;2469;15.47;0.12;0;0.04;0;12.34;0;0.57;
knl01;30465;_ALL;0.12;85.54;7.15;4993.05;5.47;0.64;0;0.06;0.06;12.5;0;0.96;
knl01;30465;30465;0.24;82.43;10.07;2493.03;4.97;1;0;0.12;0.12;12.47;0;1.04;
knl01;30465;30476;0;88.64;4.24;2500.02;5.96;0.28;0;0;0;12.5;0;0.88;
knl01;30463;_ALL;0.18;74.27;14.31;4934.96;10.17;0.34;0.02;0.02;0.1;12.4;0;0.59;
knl01;30463;30463;0.33;71.37;23.26;2454.98;3.58;0.61;0.04;0.04;0.16;12.27;0;0.61;
knl01;30463;30474;0.04;77.14;5.44;2479.98;16.69;0.08;0;0;0.04;12.4;0;0.56;
knl01;30466;_ALL;0.08;81.32;11.88;5032.94;5.5;0.4;0.02;0.12;0.2;12.58;0;0.48;
knl01;30466;30466;0.08;74.13;19.24;2515.97;4.85;0.64;0.04;0.2;0.32;12.58;0;0.52;
knl01;30466;30475;0.08;88.52;4.53;2516.97;6.16;0.16;0;0.04;0.08;12.58;0;0.44;
