Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.09;71.93;13.78;45874.14;11.46;0.49;0.01;0.12;0.07;16.3;0;2.04;
knl01;_ALL;_ALL;0.09;71.93;13.78;45874.14;11.46;0.49;0.01;0.12;0.07;16.3;0;2.04;
knl01;30360;_ALL;0.03;75.3;15.03;9603.06;7.8;0.35;0.01;0.04;0.09;16.3;0;1.34;
knl01;30360;30383;0.03;87.3;4.17;3260.03;7.24;0.15;0;0.03;0.03;16.3;0;1.04;
knl01;30360;30360;0.06;52.81;36.69;3115.01;7.64;0.8;0.03;0.03;0.26;15.58;0;1.67;
knl01;30360;30372;0;84.88;5.08;3228.03;8.52;0.12;0;0.06;0;16.14;0;1.33;
knl01;30358;_ALL;0.13;75.79;11.84;9257.13;9.4;0.57;0;0.14;0.04;15.62;0;2.08;
knl01;30358;30375;0.03;82.39;6.6;3123.05;8.23;0.35;0;0.13;0;15.62;0;2.27;
knl01;30358;30358;0.33;63.94;22.07;3017.03;9.88;1.13;0;0.23;0.13;15.09;0;2.29;
knl01;30358;30368;0.03;80.65;7.19;3117.05;10.11;0.26;0;0.06;0;15.59;0;1.7;
knl01;30357;_ALL;0.16;72.03;12.66;8907.95;11.99;0.59;0;0.19;0.07;15.15;0;2.31;
knl01;30357;30379;0.07;78.22;6.93;3029.98;12.08;0.46;0;0.13;0;15.15;0;2.11;
knl01;30357;30357;0.35;61.6;24.89;2848.99;8.7;1.02;0;0.42;0.18;14.24;0;2.84;
knl01;30357;30369;0.07;75.64;6.9;3028.98;14.99;0.33;0;0.03;0.03;15.14;0;2.01;
knl01;30359;_ALL;0.09;72.66;13.39;8953;10.6;0.51;0.01;0.15;0.07;15.26;0;2.52;
knl01;30359;30374;0;81.15;6.68;3040;10.03;0.1;0;0.2;0;15.2;0;1.84;
knl01;30359;30359;0.28;57.92;28.03;2860.99;8.63;1.26;0.03;0.17;0.21;14.3;0;3.46;
knl01;30359;30367;0;78.01;6.36;3052.01;13.01;0.23;0;0.07;0;15.26;0;2.33;
knl01;30361;_ALL;0.07;63.67;15.92;9153;17.7;0.4;0.03;0.11;0.1;15.52;0;2;
knl01;30361;30381;0;72.2;4.57;3104;21.42;0.13;0;0.1;0.03;15.52;0;1.55;
knl01;30361;30361;0.17;48.87;38.95;2955;7.92;0.95;0.1;0.14;0.24;14.77;0;2.67;
knl01;30361;30370;0.03;69.26;5.3;3094;23.3;0.16;0;0.1;0.03;15.47;0;1.81;
