Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;2.46;60.26;20.89;2886;0;12.2;0.69;1.14;1.42;0.93;0;0.94;
knl06;_ALL;_ALL;2.46;60.26;20.89;2886;0;12.2;0.69;1.14;1.42;0.93;0;0.94;
knl06;1985863;_ALL;2.76;66.3;12.71;181;0;12.71;1.1;0;2.21;0.9;0;2.21;
knl06;1985863;1985863;2.76;66.3;12.71;181;0;12.71;1.1;0;2.21;0.9;0;2.21;
knl06;1985871;_ALL;1.09;63.93;18.03;183;0;11.48;1.09;2.19;0.55;0.92;0;1.64;
knl06;1985871;1985871;1.09;63.93;18.03;183;0;11.48;1.09;2.19;0.55;0.92;0;1.64;
knl06;1985868;_ALL;2.34;69.01;9.94;171;0;15.79;0;0.58;1.17;0.86;0;1.17;
knl06;1985868;1985868;2.34;69.01;9.94;171;0;15.79;0;0.58;1.17;0.86;0;1.17;
knl06;1985876;_ALL;3.89;47.22;38.33;180;0;6.11;1.11;1.67;0.56;0.9;0;1.11;
knl06;1985876;1985876;3.89;47.22;38.33;180;0;6.11;1.11;1.67;0.56;0.9;0;1.11;
knl06;1985869;_ALL;2.76;65.19;13.81;181;0;14.36;0;1.1;2.21;0.9;0;0.55;
knl06;1985869;1985869;2.76;65.19;13.81;181;0;14.36;0;1.1;2.21;0.9;0;0.55;
knl06;1985877;_ALL;3.3;61.54;18.13;182;0;13.19;1.1;0.55;1.1;0.91;0;1.1;
knl06;1985877;1985877;3.3;61.54;18.13;182;0;13.19;1.1;0.55;1.1;0.91;0;1.1;
knl06;1985865;_ALL;2.79;63.69;17.32;179;0;13.41;0;0;2.79;0.89;0;0;
knl06;1985865;1985865;2.79;63.69;17.32;179;0;13.41;0;0;2.79;0.89;0;0;
knl06;1985866;_ALL;2.21;62.43;22.1;181;0;9.39;0.55;1.66;0.55;0.9;0;1.1;
knl06;1985866;1985866;2.21;62.43;22.1;181;0;9.39;0.55;1.66;0.55;0.9;0;1.1;
knl06;1985874;_ALL;3.28;61.2;19.67;183;0;11.48;1.09;1.09;0;0.92;0;2.19;
knl06;1985874;1985874;3.28;61.2;19.67;183;0;11.48;1.09;1.09;0;0.92;0;2.19;
knl06;1985875;_ALL;2.26;64.41;19.21;177;0;10.73;0.56;2.26;0.56;0.89;0;0;
knl06;1985875;1985875;2.26;64.41;19.21;177;0;10.73;0.56;2.26;0.56;0.89;0;0;
knl06;1985864;_ALL;2.19;57.38;22.4;183;0;13.66;1.64;1.64;1.09;0.91;0;0;
knl06;1985864;1985864;2.19;57.38;22.4;183;0;13.66;1.64;1.64;1.09;0.91;0;0;
knl06;1985872;_ALL;2.7;61.08;20.54;185;0;10.81;0.54;0;2.7;0.93;0;1.62;
knl06;1985872;1985872;2.7;61.08;20.54;185;0;10.81;0.54;0;2.7;0.93;0;1.62;
knl06;1985867;_ALL;1.65;47.8;34.62;182;0;13.19;0.55;0;2.2;0.91;0;0;
knl06;1985867;1985867;1.65;47.8;34.62;182;0;13.19;0.55;0;2.2;0.91;0;0;
knl06;1985873;_ALL;2.33;66.28;15.12;172;0;12.79;0.58;1.16;1.74;0.86;0;0;
knl06;1985873;1985873;2.33;66.28;15.12;172;0;12.79;0.58;1.16;1.74;0.86;0;0;
knl06;1985862;_ALL;2.75;47.25;32.97;182;0;11.54;0;2.75;2.2;0.91;0;0.55;
knl06;1985862;1985862;2.75;47.25;32.97;182;0;11.54;0;2.75;2.2;0.91;0;0.55;
knl06;1985870;_ALL;1.09;60.33;18.48;184;0;14.67;1.09;1.63;1.09;0.92;0;1.63;
knl06;1985870;1985870;1.09;60.33;18.48;184;0;14.67;1.09;1.63;1.09;0.92;0;1.63;
