name;time_p;time_s;cpi_ratio;
/home/anism/VersionFinaleNbody3D/maqao_2022-05-02_22-35-22/binaries/nbody.g3;99.75;61.75;;
/usr/lib/x86_64-linux-gnu/libgomp.so.1.0.0;0.23;0.14;;
kernel;0.02;0.01;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0;0;;
