function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
542;libmpich.so.12.1.8;mpirinitf_;;63.79;0.55;;;;;;"0,100,0,0,0,0,0,0,0,0";
15;lbm;collision._omp_fn.0;lbm_struct.h:130-130,avx512fintrin.h:5852-15884,avxintrin.h:513-513,lbm_phys.c:47-219;12.07;0.1;;;;;;"100,0,0,0,0,0,0,0,0,0";
9;lbm;propagation._omp_fn.0;lbm_struct.h:130-130,lbm_phys.c:229-242;11.49;0.1;;;;;;"100,0,0,0,0,0,0,0,0,0";
534;libmpich.so.12.1.8;MPIR_Dup_fn;;3.45;0.03;;;;;;"0,100,0,0,0,0,0,0,0,0";
351;libc-2.31.so;psiginfo;;2.87;0.02;;;;;;"0,20.000000670894,0,0,79.999999329106,0,0,0,0,0";
624;libmpich.so.12.1.8;MPL_shm_seg_remove;;2.3;0.02;;;;;;"0,100,0,0,0,0,0,0,0,0";
718;libc-2.31.so;explicit_bzero;;1.15;0.01;;;;;;"0,50,0,0,0,0,0,0,50,0";
1905;libc-2.31.so;__nss_database_lookup;;0.57;0;;;;;;"0,0,0,0,0,0,0,0,0,100";
590;libc-2.31.so;__libc_realloc;;0.57;0;;;;;;"0,0,0,0,0,0,0,0,100,0";
589;libc-2.31.so;__libc_free;;0.57;0;;;;;;"0,0,0,0,0,0,0,0,100,0";
588;libc-2.31.so;__libc_malloc;;0.57;0;;;;;;"0,0,0,0,0,0,0,0,100,0";
546;libc-2.31.so;_IO_str_pbackfail;;0.57;0;;;;;;"0,0,0,0,0,0,100,0,0,0";
