Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.36;93.89;4.79;23495.96;0.33;0.12;0.06;0.1;0.21;7.37;0;0.14;
knl01;_ALL;_ALL;0.36;93.89;4.79;23495.96;0.33;0.12;0.06;0.1;0.21;7.37;0;0.14;
knl01;32011;_ALL;0.55;95.36;3.41;1465;0.14;0;0.07;0.2;0.14;7.33;0;0.14;
knl01;32011;32011;0.55;95.36;3.41;1465;0.14;0;0.07;0.2;0.14;7.33;0;0.14;
knl01;32016;_ALL;0.48;92.17;6.47;1469;0.48;0.14;0;0;0.14;7.35;0;0.14;
knl01;32016;32016;0.48;92.17;6.47;1469;0.48;0.14;0;0;0.14;7.35;0;0.14;
knl01;32013;_ALL;0.14;93.39;5.32;1467;0.41;0.07;0.27;0.14;0.07;7.34;0;0.2;
knl01;32013;32013;0.14;93.39;5.32;1467;0.41;0.07;0.27;0.14;0.07;7.34;0;0.2;
knl01;32010;_ALL;0.2;92.05;6.46;1471.01;0.41;0.2;0;0.07;0.2;7.36;0;0.41;
knl01;32010;32010;0.2;92.05;6.46;1471.01;0.41;0.2;0;0.07;0.2;7.36;0;0.41;
knl01;32012;_ALL;0.2;92.52;5.98;1470.98;0.34;0.2;0.14;0.07;0.41;7.35;0;0.14;
knl01;32012;32012;0.2;92.52;5.98;1470.98;0.34;0.2;0.14;0.07;0.41;7.35;0;0.14;
knl01;32009;_ALL;0.48;92.72;6.13;1468.98;0.27;0.07;0;0;0.2;7.34;0;0.14;
knl01;32009;32009;0.48;92.72;6.13;1468.98;0.27;0.07;0;0;0.2;7.34;0;0.14;
knl01;32014;_ALL;0.41;95.56;3.41;1464.99;0.2;0.2;0;0.14;0.07;7.32;0;0;
knl01;32014;32014;0.41;95.56;3.41;1464.99;0.2;0.2;0;0.14;0.07;7.32;0;0;
knl01;32015;_ALL;0.27;95.58;3.13;1468.99;0.41;0.07;0.07;0;0.34;7.34;0;0.14;
knl01;32015;32015;0.27;95.58;3.13;1468.99;0.41;0.07;0.07;0;0.34;7.34;0;0.14;
knl01;32017;_ALL;0.61;92.31;6.26;1470;0.34;0.2;0;0.14;0.07;7.35;0;0.07;
knl01;32017;32017;0.61;92.31;6.26;1470;0.34;0.2;0;0.14;0.07;7.35;0;0.07;
knl01;32018;_ALL;0.48;95.37;3.13;1469.99;0.34;0.2;0.07;0.14;0.14;7.35;0;0.14;
knl01;32018;32018;0.48;95.37;3.13;1469.99;0.34;0.2;0.07;0.14;0.14;7.35;0;0.14;
knl01;32019;_ALL;0.34;92.79;5.99;1470.01;0.27;0.14;0;0.2;0.2;7.35;0;0.07;
knl01;32019;32019;0.34;92.79;5.99;1470.01;0.27;0.14;0;0.2;0.2;7.35;0;0.07;
knl01;32024;_ALL;0.34;96.31;2.33;1462.01;0.14;0.14;0;0.21;0.34;7.31;0;0.21;
knl01;32024;32024;0.34;96.31;2.33;1462.01;0.14;0.14;0;0.21;0.34;7.31;0;0.21;
knl01;32022;_ALL;0.27;95.16;3.82;1467;0.27;0;0;0;0.2;7.34;0;0.27;
knl01;32022;32022;0.27;95.16;3.82;1467;0.27;0;0;0;0.2;7.34;0;0.27;
knl01;32023;_ALL;0.34;94.21;4.29;1467;0.55;0;0.07;0.14;0.34;7.34;0;0.07;
knl01;32023;32023;0.34;94.21;4.29;1467;0.55;0;0.07;0.14;0.34;7.34;0;0.07;
knl01;32020;_ALL;0.34;94.56;4.01;1470;0.34;0.14;0.14;0.07;0.34;7.35;0;0.07;
knl01;32020;32020;0.34;94.56;4.01;1470;0.34;0.14;0.14;0.07;0.34;7.35;0;0.07;
knl01;32021;_ALL;0.34;92.2;6.51;1474;0.41;0.14;0.14;0.14;0.14;7.37;0;0;
knl01;32021;32021;0.34;92.2;6.51;1474;0.41;0.14;0.14;0.14;0.14;7.37;0;0;
