run_index;run_name;nb_processes;nb_threads;time;ideal_speedup;speedup;efficiency;
0;run_0;1;1;133.88650512695;1;1;1;
1;R2;1;2;76.15657043457;2;1.7580427317428;0.87902136587139;
2;R3;1;3;51.021102905273;3;2.6241397677257;0.87471325590857;
3;R4;1;4;38.108421325684;4;3.5133049459784;0.8783262364946;
4;R8;1;8;20.035266876221;8;6.6825416379085;0.83531770473856;
5;R12;1;12;13.405427932739;12;9.987484606886;0.83229038390717;
6;R16;1;16;10.878057479858;16;12.307942422152;0.76924640138448;
7;R20;1;20;7.9233288764954;20;16.897759415759;0.84488797078794;
8;R32;1;32;5.7677369117737;32;23.213004888217;0.72540640275679;
