loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
99;bt-mz.A.x;y_solve_._omp_fn.0;23;y_solve.f90:144-307;Innermost;4.23;0.45;0.24;0.45;1.05;2.3679146766663;10;
94;bt-mz.A.x;x_solve_._omp_fn.0;21;x_solve.f90:145-308;Innermost;4.21;0.45;0.26;0.45;1.02;2.2726669311523;10;
115;bt-mz.A.x;z_solve_._omp_fn.0;36;z_solve.f90:145-308;Innermost;3.51;0.37;0.24;0.37;0.76;1.4477264881134;10;
116;bt-mz.A.x;z_solve_._omp_fn.0;36;z_solve.f90:54-136;Innermost;1.69;0.18;0.09;0.18;0.4;0.88775926828384;10;
101;bt-mz.A.x;y_solve_._omp_fn.0;23;y_solve.f90:54-136;Innermost;1.66;0.18;0.09;0.18;0.41;0.93362128734589;10;
96;bt-mz.A.x;x_solve_._omp_fn.0;21;x_solve.f90:56-138;Innermost;1.54;0.16;0.08;0.16;0.42;1.0232539176941;10;
50;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:295-340;Innermost;0.95;0.1;0.05;0.1;0.2;0.39718553423882;10;
58;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:185-229;Innermost;0.88;0.09;0.03;0.09;0.22;0.56110769510269;10;
69;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:80-129;Innermost;0.77;0.08;0.04;0.08;0.19;0.42070904374123;10;
98;bt-mz.A.x;y_solve_._omp_fn.0;23;y_solve.f90:393-397;Innermost;0.68;0.07;0.03;0.07;0.18;0.42154017090797;10;
93;bt-mz.A.x;x_solve_._omp_fn.0;21;x_solve.f90:394-398;Innermost;0.58;0.06;0.02;0.06;0.13;0.3254566192627;10;
73;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:37-47;Innermost;0.53;0.06;0.02;0.06;0.13;0.31351241469383;10;
112;bt-mz.A.x;z_solve_._omp_fn.0;36;z_solve.f90:414-420;Innermost;0.42;0.04;0.03;0.04;0.1;0.24965347349644;10;
68;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:149-154;Innermost;0.38;0.04;0.01;0.04;0.1;0.29683327674866;10;
64;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:272-277;Innermost;0.35;0.04;0.03;0.04;0.08;0.18382641673088;9;
72;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:64-64;Innermost;0.32;0.03;0.01;0.03;0.09;0.24939922988415;10;
56;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:383-388;Innermost;0.31;0.03;0.01;0.03;0.08;0.22628033161163;10;
111;bt-mz.A.x;z_solve_._omp_fn.0;36;z_solve.f90:51-420;Outermost;0.22;0.02;0.01;0.02;0.04;0.085187740623951;10;
114;bt-mz.A.x;z_solve_._omp_fn.0;36;z_solve.f90:313-313;Innermost;0.2;0.02;0.01;0.02;0.05;0.12051746994257;10;
97;bt-mz.A.x;y_solve_._omp_fn.0;23;y_solve.f90:51-397;Outermost;0.17;0.02;0.01;0.02;0.06;0.1398152410984;10;
119;bt-mz.A.x;add_._omp_fn.0;38;add.f90:29-29;Innermost;0.14;0.02;0.01;0.02;0.05;0.15722438693047;9;
92;bt-mz.A.x;x_solve_._omp_fn.0;21;x_solve.f90:53-398;Outermost;0.12;0.01;0.01;0.02;0.04;0.11676164716482;8;
48;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:402-404;Innermost;0.12;0.01;0.01;0.02;0.04;0.10069597512484;8;
95;bt-mz.A.x;x_solve_._omp_fn.0;21;x_solve.f90:341-363;Innermost;0.08;0.01;0.01;0.01;0.02;0.062766455113888;8;
100;bt-mz.A.x;y_solve_._omp_fn.0;23;y_solve.f90:336-359;Innermost;0.06;0.01;0.01;0.01;0.02;0.060612704604864;6;
71;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:62-365;Outermost;0.05;0.01;0.01;0.01;0.02;0.047973159700632;5;
67;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:62-169;Outermost;0.05;0.01;0.01;0.01;0.02;0.039119254797697;6;
51;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:347-351;Innermost;0.04;0;0.01;0.01;0.01;0.024728767573833;6;
55;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:374-378;Innermost;0.03;0;0.01;0.01;0.02;0.047965466976166;4;
54;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:365-369;Innermost;0.03;0;0.01;0.01;0.02;0.048011478036642;4;
53;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:356-360;Innermost;0.03;0;0.01;0.01;0.01;0.021449100226164;5;
110;bt-mz.A.x;z_solve_._omp_fn.0;36;z_solve.f90:350-374;Innermost;0.03;0;0.01;0.01;0.02;0.047865930944681;4;
104;bt-mz.A.x;copy_x_face_._omp_fn.0;27;exch_qbc.f90:246-250;Single;0.03;0;0.01;0.01;0.02;0.082972474396229;3;
102;bt-mz.A.x;copy_y_face_._omp_fn.0;25;exch_qbc.f90:207-211;Single;0.02;0;0.01;0.01;0.02;0.055301707237959;3;
60;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:182-277;InBetween;0.02;0;0.01;0.01;0.01;4.4009764678776e-05;4;
62;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:254-258;Innermost;0.01;0;0.01;0.01;0.01;1.3261817002785e-05;3;
23;bt-mz.A.x;initialize_._omp_fn.0;9;initialize.f90:56-84;Innermost;0.01;0;0.01;0.01;0.01;2.3003667593002e-05;3;
52;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:236-404;InBetween;0.01;0;0.01;0.01;0.01;3.5124052374158e-05;3;
103;bt-mz.A.x;copy_y_face_._omp_fn.1;26;exch_qbc.f90:218-222;Single;0.01;0;0.01;0.01;0.01;0.033848993480206;2;
118;bt-mz.A.x;add_._omp_fn.0;38;add.f90:24-29;Outermost;0.01;0;0.01;0.01;0.01;0;1;
105;bt-mz.A.x;copy_x_face_._omp_fn.1;28;exch_qbc.f90:257-261;Single;0.01;0;0.01;0.01;0.01;6.5000975155272e-05;2;
74;bt-mz.A.x;compute_rhs_._omp_fn.0;17;rhs.f90:37-402;Outermost;0;0;0.01;0.01;0.01;0;1;
47;bt-mz.A.x;exact_rhs_._omp_fn.0;13;exact_rhs.f90:32-32;Innermost;0;0;0.01;0.01;0.01;0;1;
