Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.0004;1.0003;1.0013;1.2649;
2;1.0004;1.0003;1.0014;1.2678;
3;1.0004;1.0003;1.0014;1.2681;
