Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.02;64.96;4.8;738715.76;28.33;0.15;0;0.08;0.01;25.94;0;1.66;
knl01;_ALL;_ALL;0.02;64.96;4.8;738715.76;28.33;0.15;0;0.08;0.01;25.94;0;1.66;
knl01;30889;_ALL;0.03;52.41;4.53;78568.45;41.53;0.09;0;0.03;0.01;25.94;0;1.38;
knl01;30889;30889;0.21;13.65;36.18;4704.03;46.98;0.38;0.04;0.06;0.17;23.52;0;2.32;
knl01;30889;30905;0;28.03;3.32;4855.03;66.92;0.06;0;0.02;0;24.28;0;1.65;
knl01;30889;31017;0.02;58.39;2.28;4907.03;37.8;0.12;0;0.02;0;24.54;0;1.37;
knl01;30889;30943;0.04;45.1;2.65;4860.02;50.82;0.06;0;0;0;24.3;0;1.32;
knl01;30889;31076;0.04;63.62;2.51;4937.03;32.39;0.06;0;0.08;0;24.69;0;1.3;
knl01;30889;31058;0;63.18;2.32;4881.04;33.13;0;0;0.08;0;24.41;0;1.29;
knl01;30889;30998;0.04;55.23;2.28;4814.03;40.9;0.17;0;0.04;0;24.07;0;1.33;
knl01;30889;30959;0;48.22;2.62;4780.02;47.66;0.06;0;0.04;0;23.9;0;1.4;
knl01;30889;31162;0;68.65;2.31;5187.03;27.84;0;0;0;0;25.94;0;1.2;
knl01;30889;30978;0;52.6;2.54;4884.02;43.57;0.14;0;0;0;24.42;0;1.15;
knl01;30889;31038;0.02;59.69;2.65;4899.04;35.91;0.06;0;0.04;0;24.5;0;1.63;
knl01;30889;30916;0;34.84;2.97;4848.02;60.66;0.08;0;0.02;0;24.24;0;1.42;
knl01;30889;31143;0;68.14;2.12;5088.03;28.4;0.06;0;0.04;0;25.44;0;1.24;
knl01;30889;31100;0;67.33;1.98;5102.03;29.71;0.06;0;0;0;25.51;0;0.92;
knl01;30889;30931;0.04;39.28;2.77;4802.02;56.35;0.06;0;0.06;0;24.01;0;1.44;
knl01;30889;31124;0;67.61;2.43;5020.03;28.69;0.08;0;0;0;25.1;0;1.2;
knl01;30886;_ALL;0.02;70.55;4.45;78267.58;23.43;0.11;0;0.03;0.01;25.66;0;1.41;
knl01;30886;31112;0.02;83.3;2.45;4891.04;12.25;0.06;0;0.04;0;24.46;0;1.88;
knl01;30886;31093;0.02;82.71;2.34;4864.04;13.43;0.1;0;0;0;24.32;0;1.4;
knl01;30886;30990;0;68.17;2.42;4744.04;27.8;0.06;0;0.04;0;23.72;0;1.5;
knl01;30886;30923;0.02;52.61;2.95;4847.02;42.77;0.08;0;0.04;0;24.24;0;1.53;
knl01;30886;30886;0.12;13.71;34.44;4805.02;49.45;0.5;0;0.06;0.1;24.03;0;1.6;
knl01;30886;31054;0;76.92;3;4831.04;18.57;0.06;0;0.04;0;24.16;0;1.41;
knl01;30886;31034;0;75.49;2.51;4860.04;20.56;0.06;0;0.02;0;24.3;0;1.36;
knl01;30886;30967;0;64.43;2.38;4794.04;31.77;0.06;0;0.06;0;23.97;0;1.29;
knl01;30886;30911;0.02;47.75;2.81;4940.02;47.67;0.16;0;0;0.02;24.7;0;1.56;
knl01;30886;31074;0;80.35;2.12;4861.04;16.11;0.14;0;0;0;24.31;0;1.28;
knl01;30886;31011;0.04;71.78;2.09;4823.04;24.57;0.04;0;0.02;0;24.12;0;1.45;
knl01;30886;30944;0;60.21;2.84;4818.04;35.62;0.04;0;0;0;24.09;0;1.29;
knl01;30886;31133;0;86.03;2.26;4990.04;10.44;0.08;0;0.02;0;24.95;0;1.16;
knl01;30886;31152;0.02;86.66;2.38;4993.04;9.23;0.08;0;0.06;0;24.97;0;1.56;
knl01;30886;31202;0;88.25;2.32;5132.03;8.22;0.1;0;0;0.02;25.66;0;1.09;
knl01;30886;31172;0;87.19;2.48;5074.03;9.01;0.06;0;0.06;0.02;25.37;0;1.18;
knl01;30887;_ALL;0.02;73.86;4.48;78154.22;20.1;0.09;0;0.03;0.01;25.92;0;1.4;
knl01;30887;31144;0;89;2.53;5029.02;6.88;0.16;0;0.02;0;25.15;0;1.41;
knl01;30887;31061;0.04;81.51;2.35;4841.01;14.63;0.06;0;0.02;0;24.21;0;1.38;
knl01;30887;31021;0.02;75.24;2.6;4774.01;20.63;0.08;0;0.04;0;23.87;0;1.38;
knl01;30887;30934;0;52.07;3.12;4865.01;43.33;0.04;0;0.02;0;24.33;0;1.42;
knl01;30887;31161;0;91.12;2.24;4999.01;5.32;0.04;0;0.02;0;25;0;1.26;
knl01;30887;31082;0;83.36;2.2;4863.01;12.87;0.04;0;0.04;0;24.32;0;1.48;
knl01;30887;30994;0;66.85;2.48;4794.01;29.12;0.02;0;0.04;0;23.97;0;1.48;
knl01;30887;30957;0.02;56.59;3.23;4803.02;38.6;0.06;0;0.02;0;24.02;0;1.48;
