Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.06;85.01;0.2;30653.08;14.67;0.01;0;0.02;0.02;9.64;0;0.01;
knl01;_ALL;_ALL;0.06;85.01;0.2;30653.08;14.67;0.01;0;0.02;0.02;9.64;0;0.01;
knl01;21520;_ALL;0.04;84.94;0.12;15345.15;14.83;0;0.01;0.02;0.03;9.61;0;0.01;
knl01;21520;22036;0;83.99;0;1918.02;16.01;0;0;0;0;9.59;0;0;
knl01;21520;22044;0;87.35;0;1921.02;12.65;0;0;0;0;9.61;0;0;
knl01;21520;22038;0;84.16;0;1919.02;15.84;0;0;0;0;9.6;0;0;
knl01;21520;22034;0.16;78.55;0;1916.02;21.29;0;0;0;0;9.58;0;0;
knl01;21520;22042;0;90.91;0;1914.02;9.09;0;0;0;0;9.57;0;0;
knl01;21520;21520;0.16;76.69;0.99;1922.02;21.59;0;0.05;0.16;0.26;9.61;0;0.1;
knl01;21520;22046;0;88.86;0;1922.02;11.13;0;0;0;0;9.61;0;0;
knl01;21520;22040;0;89.02;0;1913.02;10.98;0;0;0;0;9.57;0;0;
knl01;21521;_ALL;0.08;85.07;0.28;15307.93;14.51;0.03;0;0.01;0.01;9.64;0;0.01;
knl01;21521;22037;0.1;82.75;0;1906.99;17.15;0;0;0;0;9.53;0;0;
knl01;21521;22039;0.1;84.85;0;1913.99;15.05;0;0;0;0;9.57;0;0;
knl01;21521;22041;0;87.3;0;1912.99;12.7;0;0;0;0;9.56;0;0;
knl01;21521;22035;0;79.62;0;1903.99;20.38;0;0;0;0;9.52;0;0;
knl01;21521;21521;0.31;75.83;2.23;1928;21.16;0.21;0;0.1;0.05;9.64;0;0.1;
knl01;21521;22043;0.1;91.46;0;1908.99;8.43;0;0;0;0;9.54;0;0;
knl01;21521;22045;0;89.46;0;1916.99;10.54;0;0;0;0;9.58;0;0;
knl01;21521;22047;0;89.35;0;1915.99;10.65;0;0;0;0;9.58;0;0;
