name;time_p;time_s;cpi_ratio;
/users/user2234/Code_Nbody3D/maqao_2022-05-07_00-11-57/binaries/nbody_pthread;99.88;12.73;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.07;0.01;;
kernel;0.05;0.01;;
