Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.05;99.66;0;30388.01;0.26;0.03;0;0;0;7.66;0;0;
knl06;_ALL;_ALL;0.05;99.66;0;30388.01;0.26;0.03;0;0;0;7.66;0;0;
knl06;1990000;_ALL;0.05;99.66;0;30388.01;0.26;0.03;0;0;0;7.66;0;0;
knl06;1990000;1990289;0.07;99.67;0;1519;0.26;0;0;0;0;7.59;0;0;
knl06;1990000;1990305;0.07;99.74;0;1519;0.2;0;0;0;0;7.59;0;0;
knl06;1990000;1990294;0;99.6;0;1519;0.39;0;0;0;0;7.6;0;0;
knl06;1990000;1990295;0;99.74;0;1519;0.26;0;0;0;0;7.6;0;0;
knl06;1990000;1990292;0;99.74;0;1518;0.26;0;0;0;0;7.59;0;0;
knl06;1990000;1990293;0.07;99.67;0;1519;0.26;0;0;0;0;7.6;0;0;
knl06;1990000;1990298;0;99.87;0;1519;0.13;0;0;0;0;7.6;0;0;
knl06;1990000;1990000;0.26;98.89;0;1531;0.26;0.59;0;0;0;7.66;0;0;
knl06;1990000;1990299;0;99.74;0;1519;0.26;0;0;0;0;7.6;0;0;
knl06;1990000;1990296;0;99.6;0;1519;0.39;0;0;0;0;7.59;0;0;
knl06;1990000;1990297;0;99.74;0;1519;0.26;0;0;0;0;7.6;0;0;
knl06;1990000;1990302;0.07;99.67;0;1519;0.26;0;0;0;0;7.6;0;0;
knl06;1990000;1990303;0.07;99.8;0;1518;0.13;0;0;0;0;7.59;0;0;
knl06;1990000;1990300;0;99.74;0;1519;0.26;0;0;0;0;7.59;0;0;
knl06;1990000;1990301;0.07;99.74;0;1519;0.2;0;0;0;0;7.6;0;0;
knl06;1990000;1990290;0;99.74;0;1519;0.26;0;0;0;0;7.6;0;0;
knl06;1990000;1990306;0.07;99.74;0;1518;0.2;0;0;0;0;7.59;0;0;
knl06;1990000;1990291;0;99.74;0;1519;0.26;0;0;0;0;7.6;0;0;
knl06;1990000;1990307;0.13;99.6;0;1518;0.26;0;0;0;0;7.59;0;0;
knl06;1990000;1990304;0.13;99.54;0;1519;0.33;0;0;0;0;7.6;0;0;
