Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.29;81.11;17.03;25760.02;0.37;0.5;0.05;0.09;0.18;10.78;0;0.39;
knl01;_ALL;_ALL;0.29;81.11;17.03;25760.02;0.37;0.5;0.05;0.09;0.18;10.78;0;0.39;
knl01;31272;_ALL;0.37;82.91;15.22;2142.02;0.37;0.65;0;0.09;0.19;10.71;0;0.19;
knl01;31272;31272;0.37;82.91;15.22;2142.02;0.37;0.65;0;0.09;0.19;10.71;0;0.19;
knl01;31274;_ALL;0.42;82.15;16.36;2144.97;0.28;0.56;0.05;0;0.05;10.72;0;0.14;
knl01;31274;31274;0.42;82.15;16.36;2144.97;0.28;0.56;0.05;0;0.05;10.72;0;0.14;
knl01;31281;_ALL;0.23;80.96;16.95;2148.03;0.37;0.51;0.09;0.09;0.14;10.74;0;0.65;
knl01;31281;31281;0.23;80.96;16.95;2148.03;0.37;0.51;0.09;0.09;0.14;10.74;0;0.65;
knl01;31279;_ALL;0.23;72.83;25.35;2146.02;0.51;0.37;0.05;0.05;0.19;10.73;0;0.42;
knl01;31279;31279;0.23;72.83;25.35;2146.02;0.51;0.37;0.05;0.05;0.19;10.73;0;0.42;
knl01;31273;_ALL;0.32;86.65;11.31;2156.98;0.28;0.56;0.09;0.05;0.09;10.78;0;0.65;
knl01;31273;31273;0.32;86.65;11.31;2156.98;0.28;0.56;0.09;0.05;0.09;10.78;0;0.65;
knl01;31275;_ALL;0.51;75;23.6;2140;0.23;0.33;0;0;0.14;10.7;0;0.19;
knl01;31275;31275;0.51;75;23.6;2140;0.23;0.33;0;0;0.14;10.7;0;0.19;
knl01;31278;_ALL;0.37;86.92;10.9;2156.01;0.42;0.46;0;0.23;0.09;10.78;0;0.6;
knl01;31278;31278;0.37;86.92;10.9;2156.01;0.42;0.46;0;0.23;0.09;10.78;0;0.6;
knl01;31276;_ALL;0.14;73.48;24.32;2138.01;0.61;0.51;0.09;0.23;0.23;10.69;0;0.37;
knl01;31276;31276;0.14;73.48;24.32;2138.01;0.61;0.51;0.09;0.23;0.23;10.69;0;0.37;
knl01;31277;_ALL;0.19;87.09;10.72;2153.98;0.37;0.7;0;0.14;0.37;10.77;0;0.42;
knl01;31277;31277;0.19;87.09;10.72;2153.98;0.37;0.7;0;0.14;0.37;10.77;0;0.42;
knl01;31280;_ALL;0.23;88.57;9.67;2151.99;0.28;0.74;0;0.05;0.14;10.76;0;0.33;
knl01;31280;31280;0.23;88.57;9.67;2151.99;0.28;0.74;0;0.05;0.14;10.76;0;0.33;
knl01;31283;_ALL;0.23;74.7;23.48;2138;0.23;0.37;0.14;0.09;0.33;10.69;0;0.42;
knl01;31283;31283;0.23;74.7;23.48;2138;0.23;0.37;0.14;0.09;0.33;10.69;0;0.42;
knl01;31282;_ALL;0.19;81.9;16.6;2144.01;0.51;0.19;0.05;0.05;0.19;10.72;0;0.33;
knl01;31282;31282;0.19;81.9;16.6;2144.01;0.51;0.19;0.05;0.05;0.19;10.72;0;0.33;
