loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
163;lu-mz.A.x;buts;44;buts.f90:55-227;Innermost;22.47;4.49;3.19;3.67;4.78;0.9889463186264;7;
156;lu-mz.A.x;blts;42;blts.f90:57-227;Innermost;19.15;3.83;2.58;3.12;4.12;1.3151111602783;7;
160;lu-mz.A.x;jacu;43;jacu.f90:43-348;Innermost;12.41;2.48;1.7;2.02;2.92;1.1075984239578;7;
152;lu-mz.A.x;jacld;41;jacld.f90:39-349;Innermost;9.83;1.97;1.23;1.6;2.11;0.78000628948212;7;
154;lu-mz.A.x;blts;42;blts.f90:40-48;Innermost;2.58;0.52;0.3;0.42;0.57;0.30708384513855;7;
158;lu-mz.A.x;jacu;43;jacu.f90:38-348;Innermost;2.37;0.47;0.27;0.39;0.59;0.42799055576324;7;
161;lu-mz.A.x;buts;44;buts.f90:40-47;Innermost;1.92;0.38;0.24;0.31;0.41;0.17787644267082;7;
115;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:186-454;InBetween;1.88;0.38;0.24;0.31;0.4;0.22690485417843;7;
145;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:45-54;Innermost;1.58;0.32;0.19;0.26;0.32;0.21998856961727;7;
134;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:220-223;Innermost;1.58;0.32;0.2;0.26;0.41;0.27106976509094;7;
132;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:199-205;Innermost;1.36;0.27;0.15;0.22;0.34;0.2796688079834;7;
118;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:392-416;Innermost;1.16;0.23;0.15;0.19;0.22;0.08527372777462;7;
140;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:117-141;Innermost;1.07;0.21;0.12;0.17;0.26;0.17359687387943;7;
143;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:159-166;Innermost;0.93;0.19;0.11;0.15;0.2;0.11743660271168;7;
130;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:252-281;Innermost;0.89;0.18;0.12;0.15;0.21;0.15384112298489;7;
129;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:300-307;Innermost;0.83;0.17;0.09;0.13;0.18;0.13407598435879;7;
138;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:84-87;Innermost;0.82;0.16;0.1;0.13;0.19;0.073572672903538;7;
141;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:91-114;Innermost;0.8;0.16;0.09;0.13;0.18;0.12506745755672;7;
117;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:434-441;Innermost;0.79;0.16;0.08;0.13;0.17;0.11686076968908;7;
120;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:338-344;Innermost;0.76;0.15;0.09;0.12;0.18;0.11896914988756;7;
135;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:228-249;Innermost;0.72;0.14;0.05;0.12;0.17;0.16779626905918;7;
122;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:367-389;Innermost;0.68;0.14;0.06;0.11;0.16;0.14577755331993;7;
133;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:208-217;Innermost;0.67;0.13;0.09;0.11;0.13;0.067294031381607;7;
159;lu-mz.A.x;jacu;43;jacu.f90:38-355;Outermost;0.58;0.12;0.06;0.09;0.13;0.11468725651503;7;
142;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:71-81;Innermost;0.58;0.12;0.05;0.09;0.16;0.16094921529293;7;
127;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:198-381;InBetween;0.54;0.11;0.05;0.09;0.13;0.10776598006487;7;
