Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.4985;1.4705;1.7341;1.5349;
2;1.587;2.6824;6.4005;2.082;
3;1.5978;2.7109;7.1099;2.1287;
4;1.6028;2.7185;7.2244;2.1383;
5;1.6028;2.7195;7.3349;2.1399;
6;1.6028;2.7195;7.3644;2.1399;
7;1.6028;2.7195;7.3742;2.1399;
