Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.92;86.09;6.12;3595;0;5.12;0.31;0.45;0.7;2.26;0;0.31;
knl06;_ALL;_ALL;0.92;86.09;6.12;3595;0;5.12;0.31;0.45;0.7;2.26;0;0.31;
knl06;1985692;_ALL;0.45;81.25;12.28;448;0;3.79;0.45;0.45;1.12;2.24;0;0.22;
knl06;1985692;1985692;0.45;81.25;12.28;448;0;3.79;0.45;0.45;1.12;2.24;0;0.22;
knl06;1985694;_ALL;0.67;84.89;8.22;450;0;5.11;0;0.44;0.44;2.25;0;0.22;
knl06;1985694;1985694;0.67;84.89;8.22;450;0;5.11;0;0.44;0.44;2.25;0;0.22;
knl06;1985697;_ALL;0.67;89.11;1.78;450;0;5.56;0.89;0.67;0.44;2.25;0;0.89;
knl06;1985697;1985697;0.67;89.11;1.78;450;0;5.56;0.89;0.67;0.44;2.25;0;0.89;
knl06;1985691;_ALL;1.55;85.14;7.32;451;0;4.88;0;0.44;0.44;2.26;0;0.22;
knl06;1985691;1985691;1.55;85.14;7.32;451;0;4.88;0;0.44;0.44;2.26;0;0.22;
knl06;1985690;_ALL;0.67;85.56;6.89;450;0;4.67;0.44;0.22;1.56;2.25;0;0;
knl06;1985690;1985690;0.67;85.56;6.89;450;0;4.67;0.44;0.22;1.56;2.25;0;0;
knl06;1985693;_ALL;1.34;88.17;3.12;448;0;6.47;0;0.67;0;2.24;0;0.22;
knl06;1985693;1985693;1.34;88.17;3.12;448;0;6.47;0;0.67;0;2.24;0;0.22;
knl06;1985695;_ALL;1.34;89.29;3.13;448;0;4.91;0.45;0.22;0.45;2.24;0;0.22;
knl06;1985695;1985695;1.34;89.29;3.13;448;0;4.91;0.45;0.22;0.45;2.24;0;0.22;
knl06;1985696;_ALL;0.67;85.33;6.22;450;0;5.56;0.22;0.44;1.11;2.25;0;0.44;
knl06;1985696;1985696;0.67;85.33;6.22;450;0;5.56;0.22;0.44;1.11;2.25;0;0.44;
