Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.06;70.67;8.91;52633.46;18.16;0.31;0;0.11;0.04;18.68;0;1.75;
knl01;_ALL;_ALL;0.06;70.67;8.91;52633.46;18.16;0.31;0;0.11;0.04;18.68;0;1.75;
knl01;25238;_ALL;0.07;59.45;9.62;17669.85;28.86;0.25;0.01;0.06;0.05;18.25;0;1.63;
knl01;25238;25238;0.27;48.29;32.41;3341.97;15.17;0.96;0.06;0.15;0.27;16.71;0;2.42;
knl01;25238;26010;0.03;57.61;4.73;3533.97;35.94;0.08;0;0.08;0;17.67;0;1.53;
knl01;25238;26013;0;61.77;4.06;3569.96;32.8;0.14;0;0;0;17.85;0;1.23;
knl01;25238;26016;0.03;63.49;3.95;3573.98;30.72;0.08;0;0.06;0;17.87;0;1.68;
knl01;25238;26017;0.03;65.23;4.49;3649.98;28.85;0.03;0;0.03;0;18.25;0;1.34;
knl01;25239;_ALL;0.05;77.43;8.95;18404.81;11.73;0.27;0;0.08;0.04;18.68;0;1.46;
knl01;25239;26019;0.05;85.31;3.88;3681.99;9.13;0.14;0;0.05;0;18.41;0;1.44;
knl01;25239;26012;0;79.61;3.48;3731.96;15.25;0.24;0;0.03;0;18.66;0;1.39;
knl01;25239;26015;0;83.03;4.02;3728.97;11.77;0.16;0;0.08;0;18.64;0;0.94;
knl01;25239;25239;0.2;50.21;30.55;3524.96;15.72;0.65;0;0.2;0.2;17.62;0;2.27;
knl01;25239;26021;0.03;87.56;3.93;3736.93;6.96;0.19;0;0.03;0;18.68;0;1.31;
knl01;25240;_ALL;0.04;75.13;8.1;16558.8;13.89;0.41;0;0.2;0.02;17.04;0;2.21;
knl01;25240;25240;0.19;63.24;12.82;3198.95;19.13;1.19;0;0.47;0.09;15.99;0;2.88;
knl01;25240;26020;0.03;82.99;7.27;3408.96;7.33;0.23;0;0.18;0;17.04;0;1.97;
knl01;25240;26014;0;76.76;6.75;3320.96;13.88;0.15;0;0.09;0;16.6;0;2.38;
knl01;25240;26018;0;79.9;7.13;3337.97;10.87;0.24;0;0.12;0;16.69;0;1.74;
knl01;25240;26011;0;72.08;6.71;3291.96;18.65;0.27;0;0.15;0;16.46;0;2.13;
