Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.06;99.89;0.02;23039.98;0;0;0;0;0.01;115.2;0;0.01;
knl06;_ALL;_ALL;0.06;99.89;0.02;23039.98;0;0;0;0;0.01;115.2;0;0.01;
knl06;2096470;_ALL;0.06;99.89;0.02;23039.98;0;0;0;0;0.01;115.2;0;0.01;
knl06;2096470;2096470;0.06;99.89;0.02;23039.98;0;0;0;0;0.01;115.2;0;0.01;
