loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
163;lu-mz.A.x;buts;44;buts.f90:55-227;Innermost;21.41;2.94;1.62;2.06;3.4;1.9854185581207;13;
156;lu-mz.A.x;blts;42;blts.f90:57-227;Innermost;17.84;2.45;1.34;1.71;2.92;1.753754734993;13;
160;lu-mz.A.x;jacu;43;jacu.f90:43-348;Innermost;11.87;1.63;0.82;1.14;1.9;1.1782531738281;13;
152;lu-mz.A.x;jacld;41;jacld.f90:39-349;Innermost;9.06;1.24;0.68;0.87;1.43;0.74181514978409;13;
154;lu-mz.A.x;blts;42;blts.f90:40-48;Innermost;2.34;0.32;0.17;0.22;0.44;0.3258945941925;13;
158;lu-mz.A.x;jacu;43;jacu.f90:38-348;Innermost;2.19;0.3;0.15;0.21;0.37;0.2897937297821;13;
161;lu-mz.A.x;buts;44;buts.f90:40-47;Innermost;2.01;0.28;0.13;0.19;0.31;0.22825814783573;13;
115;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:186-454;InBetween;1.8;0.25;0.12;0.17;0.3;0.23636984825134;13;
145;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:45-54;Innermost;1.49;0.2;0.09;0.14;0.27;0.24623726308346;13;
134;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:220-223;Innermost;1.42;0.19;0.09;0.14;0.24;0.21223708987236;13;
132;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:199-205;Innermost;1.27;0.17;0.08;0.12;0.24;0.20630113780499;13;
118;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:392-416;Innermost;1.06;0.15;0.05;0.1;0.17;0.17755448818207;13;
140;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:117-141;Innermost;0.9;0.12;0.05;0.09;0.16;0.22011530399323;13;
130;lu-mz.A.x;rhs_._omp_fn.0;37;rhs.f90:252-281;Innermost;0.89;0.12;0.04;0.09;0.18;0.26561945676804;13;
