Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;1.64;23.21;70.83;7086;0.16;0.42;0.58;1.1;1.33;1.14;0;0.73;
knl06;_ALL;_ALL;1.64;23.21;70.83;7086;0.16;0.42;0.58;1.1;1.33;1.14;0;0.73;
knl06;2177480;_ALL;1.79;34.37;58.48;224;0.45;1.34;0.45;0.45;1.79;1.12;0;0.89;
knl06;2177480;2177480;1.79;34.37;58.48;224;0.45;1.34;0.45;0.45;1.79;1.12;0;0.89;
knl06;2177483;_ALL;0;21.52;73.54;223;0.45;0.45;0.45;1.35;2.24;1.12;0;0;
knl06;2177483;2177483;0;21.52;73.54;223;0.45;0.45;0.45;1.35;2.24;1.12;0;0;
knl06;2177482;_ALL;2.23;34.82;59.82;224;0;0.45;0;0.89;1.34;1.12;0;0.45;
knl06;2177482;2177482;2.23;34.82;59.82;224;0;0.45;0;0.89;1.34;1.12;0;0.45;
knl06;2177494;_ALL;2.23;16.07;78.57;224;0;0.45;0.45;0.89;0.45;1.12;0;0.89;
knl06;2177494;2177494;2.23;16.07;78.57;224;0;0.45;0.45;0.89;0.45;1.12;0;0.89;
knl06;2177484;_ALL;1.32;18.06;76.65;227;0;0.44;0;0.88;1.76;1.13;0;0.88;
knl06;2177484;2177484;1.32;18.06;76.65;227;0;0.44;0;0.88;1.76;1.13;0;0.88;
knl06;2177485;_ALL;2.68;16.96;76.34;224;0.45;0;1.34;0.45;0.89;1.12;0;0.89;
knl06;2177485;2177485;2.68;16.96;76.34;224;0.45;0;1.34;0.45;0.89;1.12;0;0.89;
knl06;2177486;_ALL;2.96;71.11;15.56;135;0;2.22;0.74;4.44;1.48;0.68;0;1.48;
knl06;2177486;2177486;2.96;71.11;15.56;135;0;2.22;0.74;4.44;1.48;0.68;0;1.48;
knl06;2177492;_ALL;2.27;39.09;55;220;0;0;1.36;0.91;0.91;1.1;0;0.45;
knl06;2177492;2177492;2.27;39.09;55;220;0;0;1.36;0.91;0.91;1.1;0;0.45;
knl06;2177505;_ALL;0.45;25;67.27;220;0.45;0.91;0.91;2.73;1.36;1.1;0;0.91;
knl06;2177505;2177505;0.45;25;67.27;220;0.45;0.91;0.91;2.73;1.36;1.1;0;0.91;
knl06;2177475;_ALL;1.35;22.42;71.75;223;0;0.45;0.45;0;1.35;1.11;0;2.24;
knl06;2177475;2177475;1.35;22.42;71.75;223;0;0.45;0.45;0;1.35;1.11;0;2.24;
knl06;2177474;_ALL;1.8;22.07;71.17;222;0.45;0.9;0.45;0.45;2.25;1.11;0;0.45;
knl06;2177474;2177474;1.8;22.07;71.17;222;0.45;0.9;0.45;0.45;2.25;1.11;0;0.45;
knl06;2177477;_ALL;1.75;20.61;75;228;0;0;1.32;0;0.44;1.14;0;0.88;
knl06;2177477;2177477;1.75;20.61;75;228;0;0;1.32;0;0.44;1.14;0;0.88;
knl06;2177490;_ALL;1.35;19.28;77.13;223;0;0;0.45;0.9;0.45;1.11;0;0.45;
knl06;2177490;2177490;1.35;19.28;77.13;223;0;0;0.45;0.9;0.45;1.11;0;0.45;
knl06;2177479;_ALL;0.89;20.98;74.55;224;0;1.34;0.89;0.89;0;1.12;0;0.45;
knl06;2177479;2177479;0.89;20.98;74.55;224;0;1.34;0.89;0.89;0;1.12;0;0.45;
knl06;2177478;_ALL;1.76;16.74;78.41;227;0.44;0;0.44;1.32;0;1.13;0;0.88;
knl06;2177478;2177478;1.76;16.74;78.41;227;0.44;0;0.44;1.32;0;1.13;0;0.88;
knl06;2177489;_ALL;2.23;22.32;71.88;224;0.45;0;0;1.34;1.79;1.12;0;0;
knl06;2177489;2177489;2.23;22.32;71.88;224;0.45;0;0;1.34;1.79;1.12;0;0;
knl06;2177497;_ALL;1.32;21.15;73.57;227;0;0;0.44;1.32;1.76;1.14;0;0.44;
knl06;2177497;2177497;1.32;21.15;73.57;227;0;0;0.44;1.32;1.76;1.14;0;0.44;
knl06;2177481;_ALL;1.77;18.58;76.11;226;0;0;0;0.44;3.1;1.13;0;0;
knl06;2177481;2177481;1.77;18.58;76.11;226;0;0;0;0.44;3.1;1.13;0;0;
knl06;2177499;_ALL;0.89;20.54;73.66;224;0;0;0.45;0.45;2.68;1.12;0;1.34;
knl06;2177499;2177499;0.89;20.54;73.66;224;0;0;0.45;0.45;2.68;1.12;0;1.34;
knl06;2177502;_ALL;1.83;19.18;73.97;219;0;0;0.91;2.28;1.83;1.1;0;0;
knl06;2177502;2177502;1.83;19.18;73.97;219;0;0;0.91;2.28;1.83;1.1;0;0;
knl06;2177501;_ALL;2.67;35.11;56.44;225;0.44;1.33;0.44;1.33;0.89;1.12;0;1.33;
knl06;2177501;2177501;2.67;35.11;56.44;225;0.44;1.33;0.44;1.33;0.89;1.12;0;1.33;
knl06;2177498;_ALL;0.89;18.75;76.34;224;0;0;0.45;1.34;1.34;1.12;0;0.89;
knl06;2177498;2177498;0.89;18.75;76.34;224;0;0;0.45;1.34;1.34;1.12;0;0.89;
knl06;2177503;_ALL;2.21;21.68;73.01;226;0;0;0;1.77;0.88;1.13;0;0.44;
knl06;2177503;2177503;2.21;21.68;73.01;226;0;0;0;1.77;0.88;1.13;0;0.44;
knl06;2177500;_ALL;0.9;18.83;75.34;223;0;0;0.45;1.79;1.79;1.11;0;0.9;
knl06;2177500;2177500;0.9;18.83;75.34;223;0;0;0.45;1.79;1.79;1.11;0;0.9;
knl06;2177488;_ALL;1.79;19.73;72.65;223;0.45;0.45;0.9;1.35;1.79;1.11;0;0.9;
knl06;2177488;2177488;1.79;19.73;72.65;223;0.45;0.45;0.9;1.35;1.79;1.11;0;0.9;
knl06;2177496;_ALL;0.88;23.01;70.8;226;0;0.44;0.44;1.33;2.21;1.13;0;0.88;
knl06;2177496;2177496;0.88;23.01;70.8;226;0;0.44;0.44;1.33;2.21;1.13;0;0.88;
knl06;2177491;_ALL;1.33;36.89;56;225;0.89;0.44;0.89;0.44;0.89;1.13;0;2.22;
knl06;2177491;2177491;1.33;36.89;56;225;0.89;0.44;0.89;0.44;0.89;1.13;0;2.22;
knl06;2177476;_ALL;0.89;19.56;76.44;225;0;0.44;0;0.89;0.89;1.13;0;0.89;
knl06;2177476;2177476;0.89;19.56;76.44;225;0;0.44;0;0.89;0.89;1.13;0;0.89;
knl06;2177493;_ALL;2.68;14.73;78.57;224;0;0.89;0.89;0.89;1.34;1.12;0;0;
knl06;2177493;2177493;2.68;14.73;78.57;224;0;0.89;0.89;0.89;1.34;1.12;0;0;
knl06;2177504;_ALL;1.77;14.16;78.76;226;0;1.33;1.77;0.44;1.33;1.13;0;0.44;
knl06;2177504;2177504;1.77;14.16;78.76;226;0;1.33;1.77;0.44;1.33;1.13;0;0.44;
knl06;2177495;_ALL;2.21;18.14;77.43;226;0;0;0.44;0.88;0.44;1.13;0;0.44;
knl06;2177495;2177495;2.21;18.14;77.43;226;0;0;0.44;0.88;0.44;1.13;0;0.44;
knl06;2177487;_ALL;1.78;20.89;73.78;225;0;0;0.44;1.78;0.89;1.12;0;0.44;
knl06;2177487;2177487;1.78;20.89;73.78;225;0;0;0.44;1.78;0.89;1.12;0;0.44;
