function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
54;mca_btl_vader.so;mca_btl_vader_poll_handle_frag;;73.97;5.48;;;;;;"0,100,0,0,0,0,0,0,0,0";
333;libopen-pal.so.40.20.3;opal_progress;;5.97;0.44;;;;;;"0,100,0,0,0,0,0,0,0,0";
1318;libc-2.31.so;process_vm_readv;;4.62;0.34;;;;;;"0,0,0,0,100,0,0,0,0,0";
1;mpiBench;main;unistd.h:354-354,stdio2.h:36-107,mpiBench.c:455-1132,string_fortified.h:71-90;2.77;0.21;;;;;;"100,0,0,0,0,0,0,0,0,0";
1905;libc-2.31.so;__nss_database_lookup;;2.13;0.16;;;;;;"0,0,0,0,0,0,0,0,0,100";
1166;libmpi.so.40.20.3;ompi_op_base_find_available;;1.07;0.08;;;;;;"0,100,0,0,0,0,0,0,0,0";
1086;libopen-pal.so.40.20.3;opal_shmem_unlink;;1.07;0.08;;;;;;"0,100,0,0,0,0,0,0,0,0";
432;libmpi.so.40.20.3;ompi_request_default_wait;;0.92;0.07;;;;;;"0,100,0,0,0,0,0,0,0,0";
75;mca_pml_ob1.so;mca_pml_ob1_irecv;;0.85;0.06;;;;;;"0,100,0,0,0,0,0,0,0,0";
105;mca_pml_ob1.so;mca_pml_ob1_recv_req_start;;0.64;0.05;;;;;;"0,100,0,0,0,0,0,0,0,0";
81;mca_pml_ob1.so;mca_pml_ob1_send;;0.57;0.04;;;;;;"0,100,0,0,0,0,0,0,0,0";
331;libopen-pal.so.40.20.3;opal_mem_hooks_unregister_release;;0.43;0.03;;;;;;"0,100,0,0,0,0,0,0,0,0";
89;mca_pml_ob1.so;mca_pml_ob1_recv_frag_callback_match;;0.43;0.03;;;;;;"0,100,0,0,0,0,0,0,0,0";
587;libc-2.31.so;pthread_attr_setschedparam;;0.36;0.03;;;;;;"0,0,0,0,0,100,0,0,0,0";
78;mca_pml_ob1.so;mca_pml_ob1_mrecv;;0.28;0.02;;;;;;"0,100,0,0,0,0,0,0,0,0";
0;ld-2.31.so;Unknown function;;0.28;0.02;;;;;;"0,0,0,0,100,0,0,0,0,0";
1064;libmpi.so.40.20.3;ompi_coll_base_barrier_intra_recursivedoubling;;0.21;0.02;;;;;;"0,100,0,0,0,0,0,0,0,0";
588;libc-2.31.so;__libc_malloc;;0.21;0.02;;;;;;"0,0,0,0,0,0,0,0,100,0";
561;libmpi.so.40.20.3;MPI_Barrier;;0.21;0.02;;;;;;"0,100,0,0,0,0,0,0,0,0";
103;mca_pml_ob1.so;mca_pml_ob1_recv_request_process_pending;;0.21;0.02;;;;;;"0,100,0,0,0,0,0,0,0,0";
95;mca_pml_ob1.so;mca_pml_ob1_recv_frag_callback_fin;;0.21;0.02;;;;;;"0,100,0,0,0,0,0,0,0,0";
86;mca_pml_ob1.so;mca_pml_ob1_rdma_pipeline_btls;;0.21;0.02;;;;;;"0,100,0,0,0,0,0,0,0,0";
57;mca_btl_vader.so;mca_btl_vader_sendi;;0.21;0.02;;;;;;"0,100,0,0,0,0,0,0,0,0";
56;mca_btl_vader.so;mca_btl_vader_send;;0.21;0.02;;;;;;"0,100,0,0,0,0,0,0,0,0";
562;libopen-pal.so.40.20.3;opal_convertor_prepare_for_recv;;0.14;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
559;libopen-pal.so.40.20.3;opal_convertor_unpack;;0.14;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
434;libmpi.so.40.20.3;ompi_request_default_wait_all;;0.14;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
1341;libc-2.31.so;__socket;;0.07;0.01;;;;;;"0,0,0,0,0,0,100,0,0,0";
1103;libc-2.31.so;brk;;0.07;0.01;;;;;;"0,0,0,0,0,0,0,0,100,0";
1038;libmpi.so.40.20.3;ompi_coll_base_allreduce_intra_ring;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
806;libmpi.so.40.20.3;MPI_Scatter;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
694;libmpi.so.40.20.3;MPI_Gather;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
640;libopen-pal.so.40.20.3;mca_base_var_set_flag;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
589;libc-2.31.so;__libc_free;;0.07;0.01;;;;;;"0,0,0,0,0,0,0,0,100,0";
587;libopen-pal.so.40.20.3;opal_datatype_commit;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
572;libopen-pal.so.40.20.3;opal_datatype_create_desc;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
570;libopen-pal.so.40.20.3;opal_datatype_copy_content_same_ddt;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
554;libopen-pal.so.40.20.3;opal_dss_close;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
552;libmpi.so.40.20.3;MPI_Alltoall;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
217;libopen-pal.so.40.20.3;.plt.sec@start;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
204;libc-2.31.so;getenv;;0.07;0.01;;;;;;"0,0,0,0,100,0,0,0,0,0";
116;mca_pml_ob1.so;mca_pml_ob1_start;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
111;mca_pml_ob1.so;mca_pml_ob1_send_request_start_prepare;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
110;mca_pml_ob1.so;mca_pml_ob1_send_request_start_copy;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
99;mca_pml_ob1.so;mca_pml_ob1_recv_request_progress_match;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
49;mca_btl_vader.so;.plt.sec@start;;0.07;0.01;;;;;;"0,100,0,0,0,0,0,0,0,0";
24;mpiBench;time_allgatherv;stdio2.h:107-107,mpiBench.c:455-685,string_fortified.h:71-71;0.07;0.01;;;;;;"100,0,0,0,0,0,0,0,0,0";
16;libfabric.so.1.9.15;fi_param_get;;0.07;0.01;;;;;;"0,0,0,0,0,0,0,0,0,100";
