Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;1.19;66.39;29.63;2511;0.04;0.36;0.36;0.56;0.72;1.61;0;0.76;
knl06;_ALL;_ALL;1.19;66.39;29.63;2511;0.04;0.36;0.36;0.56;0.72;1.61;0;0.76;
knl06;2169102;_ALL;1.24;67.8;27.24;323;0;0.93;0;0.31;1.55;1.61;0;0.93;
knl06;2169102;2169102;1.24;67.8;27.24;323;0;0.93;0;0.31;1.55;1.61;0;0.93;
knl06;2169104;_ALL;0.62;53.27;42.99;321;0.31;0;0.31;0;1.25;1.61;0;1.25;
knl06;2169104;2169104;0.62;53.27;42.99;321;0.31;0;0.31;0;1.25;1.61;0;1.25;
knl06;2169099;_ALL;0.93;64.8;30.53;321;0;0.62;0.62;1.25;0;1.61;0;1.25;
knl06;2169099;2169099;0.93;64.8;30.53;321;0;0.62;0.62;1.25;0;1.61;0;1.25;
knl06;2169098;_ALL;1.55;70.5;25.78;322;0;0.31;0.31;0.62;0.62;1.61;0;0.31;
knl06;2169098;2169098;1.55;70.5;25.78;322;0;0.31;0.31;0.62;0.62;1.61;0;0.31;
knl06;2169101;_ALL;1.54;68.73;27.41;259;0;0;0.39;0;1.16;1.3;0;0.77;
knl06;2169101;2169101;1.54;68.73;27.41;259;0;0;0.39;0;1.16;1.3;0;0.77;
knl06;2169100;_ALL;1.87;70.72;24.92;321;0;0.62;0;0.93;0.31;1.61;0;0.62;
knl06;2169100;2169100;1.87;70.72;24.92;321;0;0.62;0;0.93;0.31;1.61;0;0.62;
knl06;2169105;_ALL;0.62;69.57;27.33;322;0;0.31;0.31;0.31;0.62;1.61;0;0.93;
knl06;2169105;2169105;0.62;69.57;27.33;322;0;0.31;0.31;0.31;0.62;1.61;0;0.93;
knl06;2169103;_ALL;1.24;66.15;30.43;322;0;0;0.93;0.93;0.31;1.61;0;0;
knl06;2169103;2169103;1.24;66.15;30.43;322;0;0;0.93;0.93;0.31;1.61;0;0;
