Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.06;89.03;0;24303.88;10.87;0;0;0.02;0;13.64;0;0.02;
knl01;_ALL;_ALL;0.06;89.03;0;24303.88;10.87;0;0;0.02;0;13.64;0;0.02;
knl01;15370;_ALL;0.06;89.03;0;24303.88;10.87;0;0;0.02;0;13.64;0;0.02;
knl01;15370;15632;0.18;81.63;0;1682;18.19;0;0;0;0;8.41;0;0;
knl01;15370;15634;0;81.09;0;1675.99;18.85;0;0;0;0;8.38;0;0.06;
knl01;15370;15627;0;98.5;0;2723.98;1.51;0;0;0;0;13.62;0;0;
knl01;15370;15631;0.06;81.33;0;1671;18.61;0;0;0;0;8.35;0;0;
knl01;15370;15628;0.04;97.95;0;2728.98;1.94;0;0;0.07;0;13.64;0;0;
knl01;15370;15633;0.12;81.37;0;1675;18.45;0;0;0;0;8.37;0;0.06;
knl01;15370;15636;0.12;81.31;0;1675;18.57;0;0;0;0;8.37;0;0;
knl01;15370;15370;0.04;98.64;0;2722.97;1.29;0;0;0;0;13.61;0;0.04;
knl01;15370;15637;0;81.73;0;1664;18.15;0;0;0.06;0;8.32;0;0.06;
knl01;15370;15635;0.06;81.69;0;1682;18.25;0;0;0;0;8.41;0;0;
knl01;15370;15630;0.12;80.76;0;1674;19.06;0;0;0.06;0;8.37;0;0;
knl01;15370;15629;0.07;98.72;0;2728.98;1.17;0;0;0;0;13.64;0;0.04;
